product_id,name,time,source,Product Collection,Code Name,Vertical Segment,Processor Number,Lithography,Total Cores,Total Threads,Max Turbo Frequency,Processor Base Frequency,Cache,Bus Speed,"# of QPI Links",TDP,Marketing Status,Launch Date,Servicing Status,Embedded Options Available,Max Memory Size (dependent on memory type),Memory Types,Max # of Memory Channels,Max Memory Bandwidth,Physical Address Extensions,ECC Memory Supported ‡,Sockets Supported,Max CPU Configuration,TCASE,Package Size,Processing Die Size,"# of Processing Die Transistors",Intel® Turbo Boost Technology ‡,Intel® Hyper-Threading Technology ‡,Intel® 64 ‡,Instruction Set,Instruction Set Extensions,Idle States,Enhanced Intel SpeedStep® Technology,Intel® Demand Based Switching,Thermal Monitoring Technologies,Intel® AES New Instructions,Intel® Trusted Execution Technology ‡,Execute Disable Bit ‡,Intel® Virtualization Technology (VT-x) ‡,Intel® VT-x with Extended Page Tables (EPT) ‡
37149,Intel® Core™ i7-965 Processor Extreme Edition,2025-03-11 09:45:33,https://www.intel.com/content/www/us/en/products/sku/37149/intel-core-i7965-processor-extreme-edition-8m-cache-3-20-ghz-6-40-gts-intel-qpi/specifications.html,Legacy Intel® Core™ Processors,Products formerly Bloomfield,Desktop,i7-965,45 nm,4,8,3.46 GHz,3.20 GHz,8 MB Intel® Smart Cache,6.4 GT/s,1,130 W,Discontinued,Q4'08,End of Servicing Lifetime,No,24 GB,DDR3 800/1066,3,25.6 GB/s,36-bit,No,FCLGA1366,1,67.9°C,42.5mm x 45.0mm,263 mm2,731 million,1.0,Yes,Yes,64-bit,Intel® SSE4.2,Yes,Yes,No,No,No,No,Yes,Yes,Yes
