product_id,name,time,source,Product Collection,Code Name,Vertical Segment,Lithography,Total Cores,Processor Base Frequency,Cache,Bus Speed,FSB Parity,TDP,VID Voltage Range,Marketing Status,Launch Date,Servicing Status,Embedded Options Available,Physical Address Extensions,ECC Memory Supported ‡,Sockets Supported,TCASE,Package Size,Processing Die Size,"# of Processing Die Transistors",Intel® Turbo Boost Technology ‡,Intel® Hyper-Threading Technology ‡,Intel® Virtualization Technology (VT-x) ‡,Intel® 64 ‡,Instruction Set,Idle States,Enhanced Intel SpeedStep® Technology,Intel® Demand Based Switching,Intel® Trusted Execution Technology ‡,Execute Disable Bit ‡
27183,"Intel® Celeron® Processor 300 MHz, 128K Cache, 66 MHz FSB",2025-03-11 09:29:34,https://www.intel.com/content/www/us/en/products/sku/27183/intel-celeron-processor-300-mhz-128k-cache-66-mhz-fsb/specifications.html,Legacy Intel® Celeron® Processor,Products formerly Mendocino,Desktop,250 nm,1,300 MHz,128 KB L2 Cache,66 MHz,No,17.8 W,2.0V,Discontinued,Q1'99,End of Servicing Lifetime,Yes,32-bit,No,"PPGA370,SEPP242,SEPP540",85°C,49mm x 49mm,154 mm2,19 million,No,No,No,No,32-bit,No,No,No,No,No
