product_id,name,time,source,Product Collection,Code Name,Vertical Segment,Processor Number,Lithography,Total Cores,Total Threads,Max Turbo Frequency,Intel® Turbo Boost Technology 2.0 Frequency‡,Processor Base Frequency,Cache,Bus Speed,TDP,Configurable TDP-down Base Frequency,Configurable TDP-down,Marketing Status,Launch Date,Servicing Status,End of Servicing Updates Date,Embedded Options Available,Use Conditions,Datasheet,Max Memory Size (dependent on memory type),Memory Types,Max # of Memory Channels,Max Memory Bandwidth,GPU Name‡,Graphics Base Frequency,Graphics Max Dynamic Frequency,Graphics Video Max Memory,Graphics Output,Max Resolution (HDMI)‡,Max Resolution (DP)‡,DirectX* Support,OpenGL* Support,Intel® Quick Sync Video,Intel® InTru™ 3D Technology,Intel® Flexible Display Interface (Intel® FDI),Intel® Clear Video HD Technology,Intel® Clear Video Technology,"# of Displays Supported ‡",Device ID,PCI Express Revision,PCI Express Configurations ‡,Max # of PCI Express Lanes,Sockets Supported,Max CPU Configuration,TJUNCTION,Package Size,Intel® Turbo Boost Technology ‡,Intel® Hyper-Threading Technology ‡,Intel® Transactional Synchronization Extensions,Intel® 64 ‡,Instruction Set,Instruction Set Extensions,Idle States,Enhanced Intel SpeedStep® Technology,Thermal Monitoring Technologies,Intel® Fast Memory Access,Intel® Flex Memory Access,Intel® Identity Protection Technology ‡,Intel® Smart Response Technology,Intel vPro® Eligibility ‡,Intel® AES New Instructions,Secure Key,Intel® Trusted Execution Technology ‡,Execute Disable Bit ‡,Intel® OS Guard,Intel® Stable IT Platform Program (SIPP),Intel® Virtualization Technology (VT-x) ‡,Intel® Virtualization Technology for Directed I/O (VT-d) ‡,Intel® VT-x with Extended Page Tables (EPT) ‡
84990,Intel® Core™ i5-5350U Processor,2025-03-11 09:42:38,https://www.intel.com/content/www/us/en/products/sku/84990/intel-core-i55350u-processor-3m-cache-up-to-2-90-ghz/specifications.html,5th Generation Intel® Core™ i5 Processors,Products formerly Broadwell,Mobile,i5-5350U,14 nm,2,4,2.90 GHz,2.90 GHz,1.80 GHz,3 MB,5 GT/s,15 W,600 MHz,9.5 W,Discontinued,Q1'15,End of Servicing Lifetime,"Wednesday, June 30, 2021",Yes,"Industrial Commercial Temp, Embedded Broad Market Commercial Temp, PC/Client/Tablet",View now,16 GB,"DDR3L 1333/1600, LPDDR3 1600/1866",2,25.6 GB/s,Intel® HD Graphics 6000,300 MHz,1.00 GHz,16 GB,eDP/DP/HDMI,2560X1600@60Hz,3840x2160@60Hz,11.2/12,4.3,Yes,Yes,Yes,Yes,Yes,3,0x1626,2.0,"4x1, 2x4",12,FCBGA1168,1,105°C,40mm x24mm x 1.3mm,2.0,Yes,Yes,Yes,64-bit,"Intel® SSE4.1, Intel® SSE4.2, Intel® AVX2",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Intel vPro® Platform,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
