product_id,name,time,source,Product Collection,Code Name,Vertical Segment,Processor Number,Lithography,Recommended Customer Price,Total Cores,Total Threads,Max Turbo Frequency,Processor Base Frequency,Cache,TDP,Marketing Status,Launch Date,Servicing Status,End of Servicing Updates Date,Embedded Options Available,Use Conditions,Max Memory Size (dependent on memory type),Memory Types,Maximum Memory Speed,Max # of Memory Channels,ECC Memory Supported ‡,Scalability,PCI Express Revision,PCI Express Configurations ‡,Max # of PCI Express Lanes,"# of USB Ports",USB Revision,Total # of SATA Ports,Integrated LAN,General Purpose IO,UART,Sockets Supported,Max CPU Configuration,Max Operating Temperature,Minimum Operating Temperature,Package Size,Intel® Turbo Boost Technology ‡,Intel® Hyper-Threading Technology ‡,Intel® Transactional Synchronization Extensions,Intel® 64 ‡,Instruction Set,Instruction Set Extensions,Idle States,Enhanced Intel SpeedStep® Technology,Thermal Monitoring Technologies,Intel® AES New Instructions,Secure Key,Intel® Trusted Execution Technology ‡,Execute Disable Bit ‡,Intel® OS Guard,Intel® Virtualization Technology (VT-x) ‡,Intel® Virtualization Technology for Directed I/O (VT-d) ‡,Intel® VT-x with Extended Page Tables (EPT) ‡
91194,Intel® Xeon® Processor D-1529,2025-03-11 09:34:46,https://www.intel.com/content/www/us/en/products/sku/91194/intel-xeon-processor-d1529-6m-cache-1-30-ghz/specifications.html,Intel® Xeon® D Processor,Products formerly Broadwell,Server,D-1529,14 nm,$305.00,4,8,1.30 GHz,1.30 GHz,6 MB,20 W,Discontinued,Q2'16,End of Servicing Updates,"Saturday, December 31, 2022",Yes,"Industrial Commercial Temp, Industrial Extended Temp",128 GB,"DDR4, DDR3",1600 MHz,2,Yes,1S Only,2.0/3.0,x4 x8 x16,24,4,2.0,2,No,Yes,Yes,FCBGA1667,1,85 °C,-40 °C,37.5mm x 37.5mm,No,Yes,Yes,Yes,64-bit,Intel® AVX2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
