product_id,name,time,source,Product Collection,Code Name,Vertical Segment,Processor Number,Lithography,Total Cores,Processor Base Frequency,Cache,Bus Speed,FSB Parity,TDP,VID Voltage Range,Marketing Status,Launch Date,Servicing Status,Embedded Options Available,Physical Address Extensions,ECC Memory Supported ‡,Sockets Supported,TJUNCTION,Package Size,Processing Die Size,"# of Processing Die Transistors",Intel® Turbo Boost Technology ‡,Intel® Hyper-Threading Technology ‡,Intel® Virtualization Technology (VT-x) ‡,Intel® 64 ‡,Instruction Set,Idle States,Enhanced Intel SpeedStep® Technology,Intel® Demand Based Switching,Intel® Trusted Execution Technology ‡,Execute Disable Bit ‡
27139,Intel® Celeron® M Processor 320,2025-03-11 09:29:32,https://www.intel.com/content/www/us/en/products/sku/27139/intel-celeron-m-processor-320-512k-cache-1-30-ghz-400-mhz-fsb/specifications.html,Legacy Intel® Celeron® Processor,Products formerly Banias,Mobile,320,130 nm,1,1.30 GHz,512 KB L2 Cache,400 MHz,No,24.5 W,1.356V,Discontinued,Q2'03,End of Servicing Lifetime,Yes,32-bit,No,"H-PBGA478,H-PBGA479,PPGA478",100°C,35mm x 35mm,83 mm2,77 million,No,No,No,No,32-bit,No,No,No,No,Yes
