product_id,name,time,source,Product Collection,Code Name,Vertical Segment,Processor Number,Lithography,Recommended Customer Price,Total Cores,Total Threads,Max Turbo Frequency,Processor Base Frequency,Cache,Intel® UPI Speed,Max # of UPI Links,TDP,Marketing Status,Launch Date,Servicing Status,Embedded Options Available,Use Conditions,Max Memory Size (dependent on memory type),Memory Types,Max # of Memory Channels,ECC Memory Supported ‡,Scalability,PCI Express Revision,Max # of PCI Express Lanes,Sockets Supported,Package Carrier,DTS Max,TCASE,Intel® On Demand Activation Model,Intel® QuickAssist Technology (QAT),Intel® Dynamic Load Balancer (DLB),Intel® Data Streaming Accelerator (DSA),Intel® Volume Management Device (VMD),Intel® Advanced Matrix Extensions (AMX),Intel® Speed Select Technology – Core Power,Intel® Speed Select Technology – Turbo Frequency,Intel® Deep Learning Boost (Intel® DL Boost) on CPU,Intel® Speed Select Technology - Base Frequency,High Priority Cores,High Priority Core Frequency,Low Priority Cores,Low Priority Core Frequency,Intel® Resource Director Technology (Intel® RDT),Intel® Speed Shift Technology,Intel® Turbo Boost Technology ‡,Intel® Hyper-Threading Technology ‡,Intel® Transactional Synchronization Extensions,Intel® 64 ‡,Instruction Set Extensions,"# of AVX-512 FMA Units",Intel® Trust Domain Extensions (Intel® TDX),Intel® Software Guard Extensions (Intel® SGX),Default Maximum Enclave Page Cache (EPC) Size for Intel® SGX,Intel® Crypto Acceleration,Intel® QuickAssist Software Acceleration,Intel® Platform Firmware Resilience Support,Intel® Control-Flow Enforcement Technology,Intel® Total Memory Encryption - Multi Key,Intel® Total Memory Encryption,Intel® AES New Instructions,Intel® OS Guard,Intel® Trusted Execution Technology ‡,Execute Disable Bit ‡,Intel® Boot Guard,Intel® Run Sure Technology,Mode-based Execute Control (MBEC),Intel® Virtualization Technology (VT-x) ‡,Intel® Virtualization Technology for Directed I/O (VT-d) ‡,Intel® VT-x with Extended Page Tables (EPT) ‡
237567,Intel® Xeon® Gold 6548N Processor,2025-03-11 09:31:55,https://www.intel.com/content/www/us/en/products/sku/237567/intel-xeon-gold-6548n-processor-60m-cache-2-80-ghz/specifications.html,5th Gen Intel® Xeon® Scalable Processors,Products formerly Emerald Rapids,Server,6548N,Intel 7,$3875.00,32,64,4.1 GHz,2.8 GHz,60 MB,20 GT/s,3,250 W,Launched,Q4'23,Baseline Servicing,Yes,Server/Enterprise,4 TB,Up to DDR5 5200 MT/s 1DPC,8,Yes,2S,5.0,80,FCLGA4677,E1B,98 °C,84,Yes,2 default devices,2 default devices,1 default devices,Yes,Yes,Yes,Yes,Yes,Yes,12,3 GHz,20,2.6 GHz,Yes,Yes,2.0,Yes,Yes,Yes,"Intel® AMX, Intel® SSE4.2, Intel® AVX, Intel® AVX2, Intel® AVX-512",2,Yes,Yes with Intel® SPS,128 GB,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
