product_id,name,time,source,Product Collection,Code Name,Vertical Segment,Processor Number,Lithography,Total Cores,Total Threads,Processor Base Frequency,Cache,Bus Speed,TDP,Marketing Status,Launch Date,Servicing Status,Embedded Options Available,Use Conditions,Max # of Memory Channels,ECC Memory Supported ‡,PCI Express Revision,Sockets Supported,Max CPU Configuration,TCASE,Intel® Turbo Boost Technology ‡,Intel® Hyper-Threading Technology ‡,Instruction Set,Idle States,Enhanced Intel SpeedStep® Technology,Intel® Demand Based Switching,Execute Disable Bit ‡,Intel® Virtualization Technology (VT-x) ‡,Intel® Virtualization Technology for Directed I/O (VT-d) ‡,Intel® VT-x with Extended Page Tables (EPT) ‡
47642,Intel® Xeon® Processor EC3539,2025-03-11 09:37:33,https://www.intel.com/content/www/us/en/products/sku/47642/intel-xeon-processor-ec3539-8m-cache-2-13-ghz/specifications.html,Legacy Intel® Xeon® Processors,Products formerly Jasper Forest,Embedded,EC3539,45 nm,4,4,2.13 GHz,8 MB L3 Cache,2.5 GT/s,65 W,Discontinued,Q1'10,End of Servicing Lifetime,Yes,Communications,3,Yes,2.0,FCLGA1366,1,74.6°C,No,No,64-bit,Yes,Yes,Yes,Yes,Yes,Yes,Yes
