product_id,name,time,source,Product Collection,Code Name,Vertical Segment,Processor Number,Lithography,Total Cores,Processor Base Frequency,Cache,Bus Speed,FSB Parity,TDP,VID Voltage Range,Marketing Status,Launch Date,Servicing Status,Embedded Options Available,Sockets Supported,TCASE,Package Size,Processing Die Size,"# of Processing Die Transistors",Intel® Turbo Boost Technology ‡,Intel® Hyper-Threading Technology ‡,Intel® Virtualization Technology (VT-x) ‡,Intel® 64 ‡,Instruction Set,Enhanced Intel SpeedStep® Technology,Intel® Demand Based Switching,Intel® Trusted Execution Technology ‡,Execute Disable Bit ‡
41094,Intel® Xeon® Processor X3380,2025-03-11 09:37:48,https://www.intel.com/content/www/us/en/products/sku/41094/intel-xeon-processor-x3380-12m-cache-3-16-ghz-1333-mhz-fsb/specifications.html,Legacy Intel® Xeon® Processors,Products formerly Yorkfield,Server,X3380,45 nm,4,3.16 GHz,12 MB L2 Cache,1333 MHz,No,95 W,0.8500V-1.3625V,Discontinued,Q1'09,End of Servicing Lifetime,No,LGA775,71.4°C,37.5mm x 37.5mm,214 mm2,820 million,No,No,Yes,Yes,64-bit,Yes,No,No,Yes
