product_id,name,time,source,Product Collection,Code Name,Vertical Segment,Processor Number,Lithography,Total Cores,Processor Base Frequency,Cache,Bus Speed,FSB Parity,TDP,VID Voltage Range,Marketing Status,Launch Date,Servicing Status,Embedded Options Available,Sockets Supported,TCASE,Processing Die Size,"# of Processing Die Transistors",Intel® Turbo Boost Technology ‡,Intel® Virtualization Technology (VT-x) ‡,Intel® Virtualization Technology for Directed I/O (VT-d) ‡,Intel® 64 ‡,Instruction Set,Idle States,Enhanced Intel SpeedStep® Technology,Intel® Demand Based Switching,Thermal Monitoring Technologies,Intel® AES New Instructions,Intel® Trusted Execution Technology ‡,Execute Disable Bit ‡
42114,Intel® Pentium® D Processor 920,2025-03-11 09:31:24,https://www.intel.com/content/www/us/en/products/sku/42114/intel-pentium-d-processor-920-4m-cache-2-8-ghz-800-mhz-fsb/specifications.html,Legacy Intel® Pentium® Processor,Products formerly Presler,Desktop,920,65 nm,2,2.80 GHz,4 MB,800 MHz,No,95 W,1.200V-1.3375V,Discontinued,Q1'06,End of Servicing Updates,No,PLGA775,63.4°C,162 mm2,376 million,No,No,No,Yes,64-bit,Yes,Yes,No,No,No,No,Yes
