product_id,name,time,source,Product Collection,Code Name,Vertical Segment,Processor Number,Lithography,Total Cores,Processor Base Frequency,Cache,Bus Speed,TDP,VID Voltage Range,Marketing Status,Launch Date,Servicing Status,Embedded Options Available,Sockets Supported,TCASE,Processing Die Size,"# of Processing Die Transistors",Intel® Turbo Boost Technology ‡,Intel® Hyper-Threading Technology ‡,Intel® Virtualization Technology (VT-x) ‡,Intel® 64 ‡,Instruction Set,Enhanced Intel SpeedStep® Technology,Execute Disable Bit ‡
40481,Intel® Xeon® Processor L3360,2025-03-11 09:37:50,https://www.intel.com/content/www/us/en/products/sku/40481/intel-xeon-processor-l3360-12m-cache-2-83-ghz-1333-mhz-fsb/specifications.html,Legacy Intel® Xeon® Processors,Products formerly Yorkfield,Server,L3360,45 nm,4,2.83 GHz,12 MB L2 Cache,1333 MHz,65 W,0.8500V-1.3625V,Discontinued,Q1'09,End of Servicing Lifetime,No,LGA775,76.25°C,214 mm2,820 million,No,No,Yes,Yes,64-bit,Yes,Yes
