product_id,name,time,source,Product Collection,Code Name,Vertical Segment,Processor Number,Lithography,Total Cores,Total Threads,Max Turbo Frequency,Processor Base Frequency,Cache,Bus Speed,TDP,Configurable TDP-down Base Frequency,Configurable TDP-down,Marketing Status,Launch Date,Embedded Options Available,Use Conditions,Datasheet,Max Memory Size (dependent on memory type),Memory Types,Max # of Memory Channels,Max Memory Bandwidth,ECC Memory Supported ‡,GPU Name‡,Graphics Base Frequency,Graphics Max Dynamic Frequency,Graphics Output,Max Resolution (HDMI)‡,Max Resolution (DP)‡,Max Resolution (eDP - Integrated Flat Panel)‡,DirectX* Support,OpenGL* Support,Intel® Quick Sync Video,"# of Displays Supported ‡",Device ID,PCI Express Revision,Sockets Supported,Max CPU Configuration,TJUNCTION,Package Size,Intel® Gaussian & Neural Accelerator,Intel® Deep Learning Boost (Intel® DL Boost) on CPU,Intel® Adaptix™ Technology,Intel® Optane™ Memory Supported ‡,Intel® Speed Shift Technology,Intel® Thermal Velocity Boost,Intel® Turbo Boost Technology ‡,Intel® Hyper-Threading Technology ‡,Intel® Transactional Synchronization Extensions,Intel® 64 ‡,Instruction Set,Instruction Set Extensions,Idle States,Thermal Monitoring Technologies,Intel® Software Guard Extensions (Intel® SGX),Intel® AES New Instructions,Secure Key,Intel® OS Guard,Intel® Trusted Execution Technology ‡,Execute Disable Bit ‡,Intel® Boot Guard,Intel® Stable IT Platform Program (SIPP),Intel® Virtualization Technology (VT-x) ‡,Intel® Virtualization Technology for Directed I/O (VT-d) ‡,Intel® VT-x with Extended Page Tables (EPT) ‡
196588,Intel® Core™ i3-1005G1 Processor,2025-03-11 09:41:00,https://www.intel.com/content/www/us/en/products/sku/196588/intel-core-i31005g1-processor-4m-cache-up-to-3-40-ghz/specifications.html,10th Generation Intel® Core™ i3 Processors,Products formerly Ice Lake,Mobile,i3-1005G1,10 nm,2,4,3.40 GHz,1.20 GHz,4 MB Intel® Smart Cache,4 GT/s,15 W,900 MHz,13 W,Discontinued,Q3'19,No,PC/Client/Tablet,View now,64 GB,"DDR4-3200, LPDDR4-3733",2,58.3 GB/s,No,Intel® UHD Graphics for 10th Gen Intel® Processors,300 MHz,900 MHz,eDP/DP/HDMI,4096 x 2304@60Hz,5120 x 3200@60Hz,5120 x 3200@60Hz,12,4.6,Yes,3,0x8A56,3.0,FCBGA1526,1,100°C,50mm x 25mm,1.0,Yes,Yes,Yes,Yes,No,2.0,Yes,No,Yes,64-bit,"Intel® SSE4.1, Intel® SSE4.2, Intel® AVX2, Intel® AVX-512",Yes,Yes,Yes with Intel® ME,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes
