product_id,name,time,source,Product Collection,Code Name,Vertical Segment,Processor Number,Lithography,Total Cores,Total Threads,Max Turbo Frequency,Intel® Turbo Boost Technology 2.0 Frequency‡,Processor Base Frequency,Cache,Bus Speed,TDP,Marketing Status,Launch Date,Servicing Status,End of Servicing Updates Date,Embedded Options Available,Max Memory Size (dependent on memory type),Memory Types,Max # of Memory Channels,Max Memory Bandwidth,ECC Memory Supported ‡,GPU Name‡,Graphics Base Frequency,Graphics Max Dynamic Frequency,Intel® Quick Sync Video,Intel® InTru™ 3D Technology,Intel® Flexible Display Interface (Intel® FDI),Intel® Clear Video HD Technology,"# of Displays Supported ‡",Device ID,PCI Express Revision,PCI Express Configurations ‡,Sockets Supported,Max CPU Configuration,Thermal Solution Specification,TCASE,Package Size,Intel® Turbo Boost Technology ‡,Intel® Hyper-Threading Technology ‡,Intel® Transactional Synchronization Extensions,Intel® 64 ‡,Instruction Set,Instruction Set Extensions,Idle States,Enhanced Intel SpeedStep® Technology,Thermal Monitoring Technologies,Intel® Identity Protection Technology ‡,Intel vPro® Eligibility ‡,Intel® AES New Instructions,Secure Key,Intel® Trusted Execution Technology ‡,Execute Disable Bit ‡,Anti-Theft Technology,Intel® Virtualization Technology (VT-x) ‡,Intel® Virtualization Technology for Directed I/O (VT-d) ‡,Intel® VT-x with Extended Page Tables (EPT) ‡
65701,Intel® Core™ i5-3570S Processor,2025-03-11 09:44:13,https://www.intel.com/content/www/us/en/products/sku/65701/intel-core-i53570s-processor-6m-cache-up-to-3-80-ghz/specifications.html,Legacy Intel® Core™ Processors,Products formerly Ivy Bridge,Desktop,i5-3570S,22 nm,4,4,3.80 GHz,3.80 GHz,3.10 GHz,6 MB Intel® Smart Cache,5 GT/s,65 W,Discontinued,Q2'12,End of Servicing Lifetime,"Tuesday, December 31, 2019",No,32 GB,DDR3 1333/1600,2,25.6 GB/s,No,Intel® HD Graphics 2500,650 MHz,1.15 GHz,Yes,Yes,Yes,Yes,3,0x152,3.0,"up to 1x16, 2x8, 1x8 & 2x4",FCLGA1155,1,2011C,69.1,37.5mm x 37.5mm,2.0,No,No,Yes,64-bit,"Intel® SSE4.1, Intel® SSE4.2, Intel® AVX",Yes,Yes,Yes,Yes,Intel vPro® Platform,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
