product_id,name,time,source,Product Collection,Code Name,Vertical Segment,Processor Number,Lithography,Recommended Customer Price,Total Cores,Total Threads,Max Turbo Frequency,Processor Base Frequency,Cache,Bus Speed,TDP,Configurable TDP-up Base Frequency,Configurable TDP-up,Configurable TDP-down Base Frequency,Configurable TDP-down,Intel® Deep Learning Boost (Intel® DL Boost) on CPU,Marketing Status,Launch Date,Embedded Options Available,Use Conditions,Max Memory Size (dependent on memory type),Memory Types,Max # of Memory Channels,ECC Memory Supported ‡,GPU Name‡,Graphics Base Frequency,Graphics Max Dynamic Frequency,Graphics Output,Execution Units,Max Resolution (HDMI)‡,Max Resolution (DP)‡,Max Resolution (eDP - Integrated Flat Panel)‡,DirectX* Support,OpenGL* Support,OpenCL* Support,Intel® Quick Sync Video,Intel® Clear Video HD Technology,"# of Displays Supported ‡",Device ID,Intel® Thunderbolt™ 4,Microprocessor PCIe Revision,Chipset / PCH PCIe Revision,Sockets Supported,Max CPU Configuration,TJUNCTION,Max Operating Temperature,Minimum Operating Temperature,Package Size,Intel® Volume Management Device (VMD),Intel® Gaussian & Neural Accelerator,Intel® Image Processing Unit,Intel® Smart Sound Technology,Intel® High Definition Audio,MIPI SoundWire*,Intel® Speed Shift Technology,Intel® Turbo Boost Technology ‡,Intel® Hyper-Threading Technology ‡,Instruction Set,Instruction Set Extensions,Idle States,Thermal Monitoring Technologies,Intel vPro® Eligibility ‡,Intel® Software Guard Extensions (Intel® SGX),Intel® Control-Flow Enforcement Technology,Intel® Total Memory Encryption,Intel® AES New Instructions,Intel® Trusted Execution Technology ‡,Intel® OS Guard,Intel® Boot Guard,Mode-based Execute Control (MBEC),Intel® Virtualization Technology (VT-x) ‡,Intel® Virtualization Technology for Directed I/O (VT-d) ‡,Intel® VT-x with Extended Page Tables (EPT) ‡
208076,Intel® Core™ i7-1185G7E Processor,2025-03-11 09:40:06,https://www.intel.com/content/www/us/en/products/sku/208076/intel-core-i71185g7e-processor-12m-cache-up-to-4-40-ghz/specifications.html,11th Generation Intel® Core™ i7 Processors,Products formerly Tiger Lake,Embedded,i7-1185G7E,10 nm SuperFin,$431.00,4,8,4.40 GHz,1.80 GHz,12 MB Intel® Smart Cache,4 GT/s,15 W,2.80 GHz,28 W,1.20 GHz,12 W,Yes,Launched,Q3'20,Yes,Embedded Broad Market Commercial Temp,64 GB,"DDR4-3200, LPDDR4x-4267",2,No,Intel® Iris® Xe Graphics,350 MHz,1.35 GHz,"eDP 1.4b, MIPI-DSI 2.0, DP 1.4, HDMI 2.0b",96,4096x2304@60Hz,7680x4320@60Hz,4096x2304@60Hz,12.1,4.6,2.0,Yes,Yes,4,0x9A49,Yes,Gen 4,Gen 3,FCBGA1449,1,100C,100 °C,0 °C,45.5mm x 25mm,Yes,2.0,6.0,Yes,Yes,1.1,Yes,2.0,Yes,64-bit,"Intel® SSE4.1, Intel® SSE4.2, Intel® AVX2, Intel® AVX-512",Yes,Yes,Intel vPro® Platform,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
