product_id,name,time,source,Product Collection,Code Name,Vertical Segment,Processor Number,Lithography,Recommended Customer Price,Total Cores,Total Threads,Processor Base Frequency,Cache,Bus Speed,"# of QPI Links",TDP,Marketing Status,Launch Date,Expected Discontinuance,Servicing Status,End of Servicing Updates Date,Embedded Options Available,Memory Types,Max # of Memory Channels,Max Memory Bandwidth,ECC Memory Supported ‡,Scalability,PCI Express Revision,Max # of PCI Express Lanes,Sockets Supported,Max CPU Configuration,Package Size,Intel® Turbo Boost Technology ‡,Intel® Hyper-Threading Technology ‡,Intel® 64 ‡,Instruction Set,Instruction Set Extensions,Idle States,Enhanced Intel SpeedStep® Technology,Intel® Demand Based Switching,Thermal Monitoring Technologies,Intel® Flex Memory Access,Intel® Identity Protection Technology ‡,Intel® AES New Instructions,Intel® Trusted Execution Technology ‡,Execute Disable Bit ‡,Intel® Virtualization Technology (VT-x) ‡,Intel® Virtualization Technology for Directed I/O (VT-d) ‡,Intel® VT-x with Extended Page Tables (EPT) ‡
66662,Intel® Xeon® Processor E5-1428L,2025-03-11 09:36:11,https://www.intel.com/content/www/us/en/products/sku/66662/intel-xeon-processor-e51428l-15m-cache-1-8-ghz/specifications.html,Intel® Xeon® Processor E5 Family,Products formerly Sandy Bridge EN,Server,E5-1428L,32 nm,$480.00,6,12,1.80 GHz,15 MB L3 Cache,0 GT/s,1,60 W,Discontinued,Q2'12,Q2'15,End of Servicing Lifetime,"Tuesday, June 30, 2020",No,DDR3 800/1066/1333,3,32 GB/s,Yes,1S Only,3.0,24,FCLGA1356,1,45mm x 42.5mm,No,Yes,Yes,64-bit,Intel® AVX,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes
