product_id,name,time,source,Product Collection,Code Name,Vertical Segment,Processor Number,Overall Peak TOPS (Int8),Total Cores,"# of Performance-cores","# of Efficient-cores","# of Low Power Efficient-cores",Total Threads,Max Turbo Frequency,Performance-core Max Turbo Frequency,Efficient-core Max Turbo Frequency,Low Power Efficient-core Max Turbo Frequency,Performance-core Base Frequency,Efficient-core Base Frequency,Low Power Efficient-core Base Frequency,Cache,Processor Base Power,Maximum Turbo Power,Minimum Assured Power,Intel® Deep Learning Boost (Intel® DL Boost) on CPU,AI Software Frameworks Supported by CPU,CPU Lithography,Marketing Status,Launch Date,Embedded Options Available,Product Tuning (Embedded Uses),Datasheet,Max Memory Size (dependent on memory type),Memory Types,Max # of Memory Channels,ECC Memory Supported ‡,GPU Name‡,Graphics Max Dynamic Frequency,GPU Peak TOPS (Int8),Graphics Output,Xe-cores,Ray Tracing,Max Resolution (HDMI)‡,Max Resolution (DP)‡,Max Resolution (eDP - Integrated Flat Panel)‡,DirectX* Support,OpenGL* Support,OpenCL* Support,Multi-Format Codec Engines,H.264 Hardware Encode/Decode,H.265 (HEVC) Hardware Encode/Decode,AV1 Encode/Decode,VP9 Bitstream & Decoding,Intel® Quick Sync Video,"# of Displays Supported ‡",Device ID,Intel® Deep Learning Boost (Intel® DL Boost) on GPU,AI Software Frameworks Supported by GPU,NPU Name‡,NPU Peak TOPS (Int8),Sparsity Support,Windows Studio Effects Support,AI Software Frameworks Supported by NPU,Intel® Thunderbolt™ 4,PCI Support,PCI Express Configurations ‡,Max # of PCI Express Lanes,Sockets Supported,Max CPU Configuration,Max Operating Temperature,Package Size,Intel® Volume Management Device (VMD),Intel® Gaussian & Neural Accelerator,Intel® Thread Director,Intel® Image Processing Unit,Intel® Smart Sound Technology,Intel® Wake on Voice,Intel® High Definition Audio,Intel® Adaptix™ Technology,Intel® Speed Shift Technology,Intel® Turbo Boost Max Technology 3.0 ‡,Intel® Hyper-Threading Technology ‡,Instruction Set,Instruction Set Extensions,Thermal Monitoring Technologies,Intel vPro® Eligibility ‡,Intel vPro® Security Eligibility‡,Intel® Threat Detection Technology (TDT),Intel® Active Management Technology (AMT) ‡,Intel® Standard Manageability (ISM) ‡,Intel® Remote Platform Erase (RPE) ‡,Intel® One-Click Recovery ‡,Intel® Control-Flow Enforcement Technology,Intel® Total Memory Encryption - Multi Key,Intel® AES New Instructions,Secure Key,Intel® Trusted Execution Technology ‡,Execute Disable Bit ‡,Intel® OS Guard,Intel® Boot Guard,Mode-based Execute Control (MBEC),Intel® Stable IT Platform Program (SIPP),Intel® Virtualization Technology with Redirect Protection (VT-rp) ‡,Intel® Virtualization Technology (VT-x) ‡,Intel® Virtualization Technology for Directed I/O (VT-d) ‡,Intel® VT-x with Extended Page Tables (EPT) ‡
241748,Intel® Core™ Ultra 5 Processor 235H,2025-03-11 09:29:37,https://www.intel.com/content/www/us/en/products/sku/241748/intel-core-ultra-5-processor-235h-18m-cache-up-to-5-00-ghz/specifications.html,Intel® Core™ Ultra Processors (Series 2),Products formerly Arrow Lake,Mobile,235H,94,14,4,8,2,14,5 GHz,5 GHz,4.4 GHz,2.5 GHz,2.4 GHz,1.8 GHz,700 MHz,18 MB,28 W,115 W,20 W,Yes,"OpenVINO™, WindowsML, ONNX RT, DirectML, WebNN",TSMC N3B,Launched,Q1'25,Yes,Yes,View now,128 GB,Up to LPDDR5/x 8400 MT/s Up to DDR5 6400 MT/s,2,No,Intel® Arc™ 140T GPU,2.25 GHz,74,"DP2.1 UHBR20, HDMI2.1, eDP1.4b",8,Yes,4096 x 2304 @ 60Hz (HDMI 2.1 TMDS) 7680 x 4320 @ 60Hz (HDMI2.1 FRL),7680 x 4320 @ 60Hz,3840x2400 @ 120Hz,12.2,4.6,3.0,2,Yes,Yes,Yes,Yes,Yes,4,0x7D51,Yes,"OpenVINO™, WindowsML, DirectML, ONNX RT, WebGPU",Intel® AI Boost,13,Yes,Yes,"OpenVINO™, WindowsML, DirectML, ONNX RT, WebNN",Yes,5.0 and 4.0,"1 (x8) Gen5 + 3 (x4) Gen4 + 8 (x1,x2,x4) Gen4",28,FCBGA2049,1,110 °C,50 mm x 25 mm,Yes,3.5,Yes,6.0,Yes,Yes,Yes,Yes,Yes,Yes,No,64-bit,"Intel® SSE4.1, Intel® SSE4.2, Intel® AVX2",Yes,Intel vPro® Enterprise,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
