product_id,name,time,source,Product Collection,Code Name,Vertical Segment,Processor Number,Lithography,Total Cores,Processor Base Frequency,Cache,Bus Speed,FSB Parity,TDP,Scenario Design Power (SDP),VID Voltage Range,Marketing Status,Launch Date,Servicing Status,Embedded Options Available,Physical Address Extensions,ECC Memory Supported ‡,Sockets Supported,TJUNCTION,Package Size,Processing Die Size,"# of Processing Die Transistors",Intel® Turbo Boost Technology ‡,Intel® Hyper-Threading Technology ‡,Intel® Virtualization Technology (VT-x) ‡,Intel® 64 ‡,Instruction Set,Idle States,Enhanced Intel SpeedStep® Technology,Intel® Demand Based Switching,Intel® Trusted Execution Technology ‡,Execute Disable Bit ‡
27151,Intel® Celeron® M Processor 440,2025-03-11 09:29:17,https://www.intel.com/content/www/us/en/products/sku/27151/intel-celeron-m-processor-440-1m-cache-1-86-ghz-533-mhz-fsb/specifications.html,Legacy Intel® Celeron® Processor,Products formerly Yonah,Mobile,440,65 nm,1,1.86 GHz,1 MB L2 Cache,533 MHz,No,27 W,0 W,1.0V-1.3V,Discontinued,Q1'06,End of Servicing Lifetime,Yes,32-bit,No,"PBGA479,PPGA478",100°C,35mm x 35mm,90 mm2,151 million,No,No,No,No,32-bit,No,No,No,No,Yes
