product_id,name,time,source,Product Collection,Code Name,Vertical Segment,Processor Number,Lithography,Total Cores,Total Threads,Max Turbo Frequency,Processor Base Frequency,Cache,Bus Speed,TDP,Marketing Status,Launch Date,Servicing Status,Embedded Options Available,Use Conditions,Max Memory Size (dependent on memory type),Memory Types,Max # of Memory Channels,Max Memory Bandwidth,Physical Address Extensions,ECC Memory Supported ‡,PCI Express Revision,PCI Express Configurations ‡,Max # of PCI Express Lanes,Sockets Supported,Max CPU Configuration,TCASE,Package Size,Processing Die Size,"# of Processing Die Transistors",Intel® Turbo Boost Technology ‡,Intel® Hyper-Threading Technology ‡,Intel® 64 ‡,Instruction Set,Instruction Set Extensions,Idle States,Enhanced Intel SpeedStep® Technology,Intel® Demand Based Switching,Thermal Monitoring Technologies,Intel vPro® Eligibility ‡,Intel® AES New Instructions,Intel® Trusted Execution Technology ‡,Execute Disable Bit ‡,Intel® Virtualization Technology (VT-x) ‡,Intel® Virtualization Technology for Directed I/O (VT-d) ‡,Intel® VT-x with Extended Page Tables (EPT) ‡
41316,Intel® Core™ i7-860 Processor,2025-03-11 09:45:20,https://www.intel.com/content/www/us/en/products/sku/41316/intel-core-i7860-processor-8m-cache-2-80-ghz/specifications.html,Legacy Intel® Core™ Processors,Products formerly Lynnfield,Desktop,i7-860,45 nm,4,8,3.46 GHz,2.80 GHz,8 MB Intel® Smart Cache,2.5 GT/s,95 W,Discontinued,Q3'09,End of Servicing Lifetime,Yes,Server/Enterprise,16 GB,DDR3 1066/1333,2,21 GB/s,36-bit,No,2.0,"1x16, 2x8",16,"FCLGA1156,LGA1156",1,72.7°C,37.5mm x 37.5mm,296 mm2,774 million,1.0,Yes,Yes,64-bit,Intel® SSE4.2,Yes,Yes,No,No,Intel vPro® Platform,No,Yes,Yes,Yes,Yes,Yes
