product_id,name,time,source,Product Collection,Code Name,Vertical Segment,Processor Number,Lithography,Total Cores,Total Threads,Processor Base Frequency,Cache,Bus Speed,TDP,Marketing Status,Launch Date,Servicing Status,End of Servicing Updates Date,Embedded Options Available,Use Conditions,Description,Max Memory Size (dependent on memory type),Memory Types,Max # of Memory Channels,Max Memory Bandwidth,ECC Memory Supported ‡,GPU Name‡,Graphics Base Frequency,Graphics Max Dynamic Frequency,Graphics Output,Intel® Quick Sync Video,Intel® InTru™ 3D Technology,Intel® Flexible Display Interface (Intel® FDI),Intel® Clear Video HD Technology,"# of Displays Supported ‡",PCI Express Revision,PCI Express Configurations ‡,Max # of PCI Express Lanes,Sockets Supported,Max CPU Configuration,TJUNCTION,Package Size,Intel® Turbo Boost Technology ‡,Intel® Hyper-Threading Technology ‡,Intel® 64 ‡,Instruction Set,Instruction Set Extensions,Intel® My WiFi Technology,4G WiMAX Wireless Technology,Idle States,Enhanced Intel SpeedStep® Technology,Intel® Demand Based Switching,Thermal Monitoring Technologies,Intel® Fast Memory Access,Intel® Flex Memory Access,Intel® Virtualization Technology for Itanium (VT-i),Intel® Identity Protection Technology ‡,Intel® AES New Instructions,Intel® Trusted Execution Technology ‡,Execute Disable Bit ‡,Anti-Theft Technology,Intel® Virtualization Technology (VT-x) ‡,Intel® Virtualization Technology for Directed I/O (VT-d) ‡,Intel® VT-x with Extended Page Tables (EPT) ‡
65698,Intel® Core™ i3-3120ME Processor,2025-03-11 09:44:03,https://www.intel.com/content/www/us/en/products/sku/65698/intel-core-i33120me-processor-3m-cache-2-40-ghz/specifications.html,Legacy Intel® Core™ Processors,Products formerly Ivy Bridge,Embedded,i3-3120ME,22 nm,2,4,2.40 GHz,3 MB Intel® Smart Cache,5 GT/s,35 W,Discontinued,Q3'12,End of Servicing Lifetime,"Tuesday, December 31, 2019",Yes,"Embedded Broad Market Commercial Temp, PC/Client/Tablet",ECC support on BGA package only,16 GB,DDR3/DDR3L 1333/1600,2,25.6 GB/s,Yes,Intel® HD Graphics 4000,650 MHz,900 MHz,eDP/DP/HDMI/SDVO/CRT,Yes,Yes,Yes,Yes,3,2,1x16 1x8 2x4,1,"FCBGA1023,FCPGA988",1,105°C,37.5mm x 37.5mm (rPGA988B); 31mm x 24mm (BGA1023),No,Yes,Yes,64-bit,Intel® AVX,No,No,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,No,Yes,No,Yes,No,Yes
