product_id,name,time,source,Product Collection,Code Name,Vertical Segment,Processor Number,Lithography,Recommended Customer Price,Total Cores,Total Threads,Processor Base Frequency,Cache,Max # of UPI Links,"# of QPI Links",TDP,Marketing Status,Launch Date,Embedded Options Available,Max Memory Size (dependent on memory type),Memory Types,Max # of Memory Channels,ECC Memory Supported ‡,PCI Express Revision,PCI Express Configurations ‡,Max # of PCI Express Lanes,"# of USB Ports",USB Revision,Integrated LAN,Max # of SATA 6.0 Gb/s Ports,Sockets Supported,Max CPU Configuration,TCASE,Minimum Operating Temperature,Package Size,Intel® Turbo Boost Technology ‡,Secure Boot,Intel® Hyper-Threading Technology ‡,Instruction Set,Integrated Intel® QuickAssist Technology,Intel® Software Guard Extensions (Intel® SGX),Intel® AES New Instructions,Secure Key,Execute Disable Bit ‡,Intel® OS Guard,Intel® Boot Guard,Intel® Virtualization Technology (VT-x) ‡,Intel® Virtualization Technology for Directed I/O (VT-d) ‡,Intel® VT-x with Extended Page Tables (EPT) ‡
204841,Intel Atom® Processor C3558R,2025-03-11 09:27:09,https://www.intel.com/content/www/us/en/products/sku/204841/intel-atom-processor-c3558r-8m-cache-2-40-ghz/specifications.html,Intel Atom® Processor C Series,Products formerly Denverton,Server,C3558R,14 nm,$98.00,4,4,2.40 GHz,8 MB,0,0,17 W,Launched,Q2'20,Yes,256 GB,DDR4-2400,2,Yes,3,"x2,x4,x8",20,8,3,"2 x 10 GbE, 2 x 2.5 GbE",12,FCBGA1310,1,82°C,0 °C,34 mm x 28 mm,No,Yes,No,64-bit,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes
