product_id,name,time,source,Product Collection,Code Name,Vertical Segment,Processor Number,Lithography,Total Cores,Total Threads,Max Turbo Frequency,Processor Base Frequency,Cache,Bus Speed,TDP,Marketing Status,Launch Date,Expected Discontinuance,Servicing Status,Embedded Options Available,Max Memory Size (dependent on memory type),Memory Types,Max # of Memory Channels,Max Memory Bandwidth,Physical Address Extensions,ECC Memory Supported ‡,PCI Express Revision,PCI Express Configurations ‡,Max # of PCI Express Lanes,Sockets Supported,Max CPU Configuration,TCASE,Package Size,Processing Die Size,"# of Processing Die Transistors",Intel® Turbo Boost Technology ‡,Intel® Hyper-Threading Technology ‡,Intel® 64 ‡,Instruction Set,Instruction Set Extensions,Idle States,Enhanced Intel SpeedStep® Technology,Intel® Demand Based Switching,Thermal Monitoring Technologies,Intel® AES New Instructions,Intel® Trusted Execution Technology ‡,Execute Disable Bit ‡,Intel® Virtualization Technology (VT-x) ‡,Intel® Virtualization Technology for Directed I/O (VT-d) ‡,Intel® VT-x with Extended Page Tables (EPT) ‡
47555,Intel® Xeon® Processor L3406,2025-03-11 09:37:24,https://www.intel.com/content/www/us/en/products/sku/47555/intel-xeon-processor-l3406-4m-cache-2-26-ghz/specifications.html,Legacy Intel® Xeon® Processors,Products formerly Clarkdale,Server,L3406,32 nm,2,4,2.53 GHz,2.26 GHz,4 MB Intel® Smart Cache,2.5 GT/s,30 W,Discontinued,Q1'10,Q4'12,End of Servicing Lifetime,No,16.38 GB,DDR3 1066,2,17 GB/s,36-bit,Yes,2.0,"1x16, 2x8",16,FCLGA1156,1,53.9°C,37.5mm x 37.5mm,81 mm2,382 million,1.0,Yes,Yes,64-bit,Intel® SSE4.2,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes
