product_id,name,time,source,Product Collection,Code Name,Vertical Segment,Processor Number,Lithography,Total Cores,Total Threads,Processor Base Frequency,Cache,Scenario Design Power (SDP),TDP,Marketing Status,Launch Date,Expected Discontinuance,Servicing Status,Embedded Options Available,Max Memory Size (dependent on memory type),Memory Types,Max # of Memory Channels,GPU Name‡,Graphics Base Frequency,Graphics Burst Frequency,Graphics Max Dynamic Frequency,Intel® Quick Sync Video,Intel® InTru™ 3D Technology,Intel® Clear Video HD Technology,"# of Displays Supported ‡",PCI Express Revision,PCI Express Configurations ‡,Max # of PCI Express Lanes,"# of USB Ports",USB Revision,Total # of SATA Ports,Sockets Supported,Max CPU Configuration,TJUNCTION,Package Size,Intel® Turbo Boost Technology ‡,Intel® Hyper-Threading Technology ‡,Intel® 64 ‡,Instruction Set,Idle States,Enhanced Intel SpeedStep® Technology,Intel® Identity Protection Technology ‡,Intel® Rapid Storage Technology,Intel® Smart Connect Technology,Intel® AES New Instructions,Execute Disable Bit ‡,Anti-Theft Technology,Intel® Virtualization Technology (VT-x) ‡,Intel® Virtualization Technology for Directed I/O (VT-d) ‡
76752,Intel® Celeron® Processor N2910,2025-03-11 09:28:30,https://www.intel.com/content/www/us/en/products/sku/76752/intel-celeron-processor-n2910-2m-cache-1-60-ghz/specifications.html,Intel® Celeron® Processor N Series,Products formerly Bay Trail,Mobile,N2910,22 nm,4,4,1.60 GHz,2 MB,4.5 W,7.5 W,Discontinued,Q3'13,"February 3, 2014",End of Servicing Lifetime,No,8.79 GB,DDR3L 1066,2,Intel® HD Graphics for Intel Atom® Processor Z3700 Series,313 MHz,756 MHz,756 MHz,No,No,No,2,2.0,1x4,4,5,3.0 and 2.0,2,FCBGA1170,1,100°C,25mm x 27mm,No,No,Yes,64-bit,Yes,Yes,No,No,Yes,No,Yes,No,Yes,No
