product_id,name,time,source,Product Collection,Code Name,Vertical Segment,Processor Number,Lithography,Recommended Customer Price,Total Cores,Total Threads,Processor Base Frequency,Cache,Bus Speed,TDP,Marketing Status,Launch Date,Servicing Status,Embedded Options Available,Use Conditions,Max Memory Size (dependent on memory type),Memory Types,Max # of Memory Channels,Max Memory Bandwidth,Physical Address Extensions,Graphics Base Frequency,Intel® Flexible Display Interface (Intel® FDI),Intel® Clear Video HD Technology,"# of Displays Supported ‡",PCI Express Revision,PCI Express Configurations ‡,Max # of PCI Express Lanes,Sockets Supported,Max CPU Configuration,TCASE,Package Size,Processing Die Size,"# of Processing Die Transistors",Intel® Turbo Boost Technology ‡,Intel® Hyper-Threading Technology ‡,Intel® 64 ‡,Instruction Set,Idle States,Enhanced Intel SpeedStep® Technology,Intel® Demand Based Switching,Thermal Monitoring Technologies,Intel® AES New Instructions,Intel® Trusted Execution Technology ‡,Execute Disable Bit ‡,Intel® Virtualization Technology (VT-x) ‡,Intel® VT-x with Extended Page Tables (EPT) ‡
43230,Intel® Pentium® Processor G6950,2025-03-11 09:31:10,https://www.intel.com/content/www/us/en/products/sku/43230/intel-pentium-processor-g6950-3m-cache-2-80-ghz/specifications.html,Legacy Intel® Pentium® Processor,Products formerly Clarkdale,Desktop,G6950,32 nm,$77.00,2,2,2.80 GHz,3 MB Intel® Smart Cache,2.5 GT/s,73 W,Discontinued,Q1'10,End of Servicing Updates,Yes,PC/Client/Tablet,16.38 GB,DDR3 1066,2,17 GB/s,36-bit,533 MHz,Yes,No,2,2.0,"1x16, 2x8",16,FCLGA1156,1,72.6°C,37.5mm x 37.5mm,81 mm2,382 million,No,No,Yes,64-bit,Yes,Yes,No,No,No,No,Yes,Yes,Yes
