product_id,name,time,source,Product Collection,Code Name,Vertical Segment,Processor Number,Lithography,Total Cores,Burst Frequency,Processor Base Frequency,Cache,Scenario Design Power (SDP),Marketing Status,Launch Date,Servicing Status,End of Servicing Updates Date,Embedded Options Available,Max Memory Size (dependent on memory type),Memory Types,Max # of Memory Channels,Max Memory Bandwidth,Graphics Base Frequency,Graphics Burst Frequency,Graphics Video Max Memory,Execution Units,Max Resolution (HDMI)‡,"# of Displays Supported ‡",PCI Express Revision,PCI Express Configurations ‡,Max # of PCI Express Lanes,USB Revision,Sockets Supported,TJUNCTION,Package Size,Secure Boot,Intel® 64 ‡,Instruction Set,Intel® Identity Protection Technology ‡,Intel® AES New Instructions,Intel® Virtualization Technology (VT-x) ‡
87383,Intel Atom® x5-Z8300 Processor,2025-03-11 09:27:35,https://www.intel.com/content/www/us/en/products/sku/87383/intel-atom-x5z8300-processor-2m-cache-up-to-1-84-ghz/specifications.html,Intel Atom® Processor X Series,Products formerly Cherry Trail,Mobile,x5-Z8300,14 nm,4,1.84 GHz,1.44 GHz,2 MB,2 W,Discontinued,Q2'15,End of Servicing Lifetime,"Thursday, June 30, 2022",No,2 GB,DDR3L-RS 1600,1,12.8 GB/s,200 MHz,500 MHz,2 GB,12,1920x1080,2,2.0,1x1,1,3.0,UTFCBGA592,90°C,17mm x 17mm,Yes,Yes,64-bit,Yes,Yes,Yes
