product_id,name,time,source,Product Collection,Code Name,Vertical Segment,Processor Number,Lithography,Recommended Customer Price,Total Cores,Processor Base Frequency,Cache,Bus Speed,FSB Parity,TDP,VID Voltage Range,Marketing Status,Launch Date,Servicing Status,Embedded Options Available,Datasheet,Physical Address Extensions,ECC Memory Supported ‡,Sockets Supported,TCASE,Package Size,Processing Die Size,"# of Processing Die Transistors",Intel® Turbo Boost Technology ‡,Intel® Hyper-Threading Technology ‡,Intel® Virtualization Technology (VT-x) ‡,Intel® Virtualization Technology for Directed I/O (VT-d) ‡,Intel® 64 ‡,Instruction Set,Idle States,Enhanced Intel SpeedStep® Technology,Intel® Demand Based Switching,Thermal Monitoring Technologies,Intel® AES New Instructions,Intel® Trusted Execution Technology ‡,Execute Disable Bit ‡
27511,Intel® Pentium® D Processor 805,2025-03-11 09:31:33,https://www.intel.com/content/www/us/en/products/sku/27511/intel-pentium-d-processor-805-2m-cache-2-66-ghz-533-mhz-fsb/specifications.html,Legacy Intel® Pentium® Processor,Products formerly Smithfield,Desktop,805,90 nm,$93.00,2,2.66 GHz,2 MB L2 Cache,533 MHz,No,95 W,1.200V-1.400V,Discontinued,Q1'05,End of Servicing Updates,No,View now,32-bit,No,"LGA775,PLGA775",64.1°C,37.5mm x 37.5mm,206 mm2,230 million,No,No,No,No,Yes,64-bit,Yes,No,No,No,No,No,Yes
