product_id,name,time,source,Product Collection,Code Name,Vertical Segment,Processor Number,Lithography,Total Cores,Total Threads,Max Turbo Frequency,Intel® Turbo Boost Technology 2.0 Frequency‡,Processor Base Frequency,Cache,Max # of UPI Links,TDP,Marketing Status,Launch Date,Servicing Status,End of Servicing Updates Date,Embedded Options Available,Memory Types,Maximum Memory Speed,Max # of Memory Channels,Max CPU Configuration,Intel® Volume Management Device (VMD),Intel® Speed Shift Technology,Intel® Turbo Boost Technology ‡,Intel® Hyper-Threading Technology ‡,Intel® Transactional Synchronization Extensions,Intel® 64 ‡,Instruction Set Extensions,"# of AVX-512 FMA Units",Intel® Trusted Execution Technology ‡,Intel® Run Sure Technology,Mode-based Execute Control (MBEC),Intel® Virtualization Technology (VT-x) ‡
194145,Intel® Xeon® Platinum 9242 Processor,2025-03-11 09:33:04,https://www.intel.com/content/www/us/en/products/sku/194145/intel-xeon-platinum-9242-processor-71-5m-cache-2-30-ghz/specifications.html,2nd Gen Intel® Xeon® Scalable Processors,Products formerly Cascade Lake,Server,9242,14 nm,48,96,3.80 GHz,3.80 GHz,2.30 GHz,71.5 MB Intel® Smart Cache,4,350 W,Discontinued,Q2'19,ESU Notification Issued,"Monday, June 30, 2025",No,DDR4-2933,2933 MHz,12,2,Yes,Yes,2.0,Yes,Yes,Yes,Intel® AVX-512,2,Yes,Yes,Yes,Yes
