product_id,name,time,source,Product Collection,Code Name,Vertical Segment,Processor Number,Lithography,Total Cores,Processor Base Frequency,Cache,Bus Speed,FSB Parity,TDP,Marketing Status,Launch Date,Servicing Status,Embedded Options Available,Sockets Supported,TJUNCTION,Package Size,Processing Die Size,"# of Processing Die Transistors",Intel® Turbo Boost Technology ‡,Intel® Hyper-Threading Technology ‡,Intel® Virtualization Technology (VT-x) ‡,Intel® 64 ‡,Instruction Set,Idle States,Enhanced Intel SpeedStep® Technology,Intel® Demand Based Switching,Intel® Trusted Execution Technology ‡,Execute Disable Bit ‡
36686,Intel® Core™2 Duo Processor SL9300,2025-03-11 09:45:34,https://www.intel.com/content/www/us/en/products/sku/36686/intel-core2-duo-processor-sl9300-6m-cache-1-60-ghz-1066-mhz-fsb/specifications.html,Legacy Intel® Core™ Processors,Products formerly Penryn,Mobile,SL9300,45 nm,2,1.60 GHz,6 MB L2 Cache,1066 MHz,No,17 W,Discontinued,Q3'08,End of Servicing Updates,No,BGA956,105°C,22mm x 22mm,107 mm2,410 million,No,No,Yes,Yes,64-bit,No,Yes,No,Yes,Yes
