product_id,name,time,source,Product Collection,Code Name,Vertical Segment,Processor Number,Lithography,Total Cores,Total Threads,Processor Base Frequency,Cache,Bus Speed,TDP,Marketing Status,Launch Date,Servicing Status,End of Servicing Updates Date,Embedded Options Available,Use Conditions,Datasheet,Max Memory Size (dependent on memory type),Memory Types,Max # of Memory Channels,Max Memory Bandwidth,ECC Memory Supported ‡,GPU Name‡,Graphics Base Frequency,Graphics Max Dynamic Frequency,Graphics Output,Intel® Quick Sync Video,Intel® InTru™ 3D Technology,Intel® Clear Video HD Technology,"# of Displays Supported ‡",PCI Express Revision,PCI Express Configurations ‡,Max # of PCI Express Lanes,Sockets Supported,Max CPU Configuration,TJUNCTION,Package Size,Intel® Turbo Boost Technology ‡,Intel® Hyper-Threading Technology ‡,Intel® 64 ‡,Instruction Set,Intel® My WiFi Technology,Enhanced Intel SpeedStep® Technology,Thermal Monitoring Technologies,Intel® Fast Memory Access,Intel® Flex Memory Access,Intel® AES New Instructions,Intel® Trusted Execution Technology ‡,Anti-Theft Technology,Intel® Virtualization Technology (VT-x) ‡,Intel® Virtualization Technology for Directed I/O (VT-d) ‡
74345,Intel® Celeron® Processor 1047UE,2025-03-11 09:28:47,https://www.intel.com/content/www/us/en/products/sku/74345/intel-celeron-processor-1047ue-2m-cache-1-40-ghz/specifications.html,Intel® Celeron® Processor 1000 Series,Products formerly Ivy Bridge,Embedded,1047UE,22 nm,2,2,1.40 GHz,2 MB Intel® Smart Cache,5 GT/s,17 W,Discontinued,Q1'13,End of Servicing Lifetime,"Tuesday, December 31, 2019",Yes,"Embedded Broad Market Commercial Temp, PC/Client/Tablet",View now,16 GB,DDR3/DDR3L 1333/1600,2,25.6 GB/s,Yes,Intel® HD Graphics for 3rd Generation Intel® Processors,350 MHz,900 MHz,eDP/DP/HDMI/SDVO/CRT,No,No,No,2,2.0,"1x16, 2x8, 1x8 & 2x4",1,FCBGA1023,1,105C,BGA1023 31mm x 24mm,No,No,Yes,64-bit,No,Yes,Yes,Yes,Yes,No,No,No,Yes,No
