product_id,name,time,source,Product Collection,Code Name,Vertical Segment,Processor Number,Lithography,Total Cores,Processor Base Frequency,Cache,Bus Speed,FSB Parity,TDP,VID Voltage Range,Marketing Status,Launch Date,Expected Discontinuance,Servicing Status,Embedded Options Available,Sockets Supported,TCASE,Package Size,Processing Die Size,"# of Processing Die Transistors",Intel® Turbo Boost Technology ‡,Intel® Hyper-Threading Technology ‡,Intel® Virtualization Technology (VT-x) ‡,Intel® 64 ‡,Instruction Set,Idle States,Enhanced Intel SpeedStep® Technology,Intel® Demand Based Switching,Intel® Trusted Execution Technology ‡,Execute Disable Bit ‡
36947,Intel® Xeon® Processor X7460,2025-03-11 09:37:52,https://www.intel.com/content/www/us/en/products/sku/36947/intel-xeon-processor-x7460-16m-cache-2-66-ghz-1066-mhz-fsb/specifications.html,Legacy Intel® Xeon® Processors,Products formerly Dunnington,Server,X7460,45 nm,6,2.66 GHz,16 MB L2 Cache,1066 MHz,Yes,130 W,0.9000V-1.4500V,Discontinued,Q3'08,Q3'2011,End of Servicing Lifetime,No,PGA604,64°C,53.3mm x 53.3mm,503 mm2,1900 million,No,No,Yes,Yes,64-bit,No,Yes,Yes,No,Yes
