product_id,name,time,source,Product Collection,Code Name,Vertical Segment,Processor Number,Lithography,Total Cores,Total Threads,Max Turbo Frequency,Processor Base Frequency,Cache,Bus Speed,TDP,Marketing Status,Launch Date,Expected Discontinuance,Servicing Status,Embedded Options Available,Memory Types,Sockets Supported,Intel® Turbo Boost Technology ‡,Intel® Hyper-Threading Technology ‡,Intel® 64 ‡,Enhanced Intel SpeedStep® Technology,Execute Disable Bit ‡,Intel® Virtualization Technology (VT-x) ‡,Intel® VT-x with Extended Page Tables (EPT) ‡
46499,Intel® Xeon® Processor X7560,2025-03-11 09:37:37,https://www.intel.com/content/www/us/en/products/sku/46499/intel-xeon-processor-x7560-24m-cache-2-26-ghz-6-40-gts-intel-qpi/specifications.html,Legacy Intel® Xeon® Processors,Products formerly Nehalem EX,Server,X7560,45 nm,8,16,2.67 GHz,2.27 GHz,24 MB L3 Cache,6.4 GT/s,130 W,Discontinued,Q1'10,Q4'2012,End of Servicing Lifetime,No,DDR3 800/978/1066/1333 (Max Speed 1066 MHz),"FCBGA1567,FCLGA1567",1.0,Yes,Yes,Yes,Yes,Yes,Yes
