product_id,name,time,source,Product Collection,Code Name,Vertical Segment,Processor Number,Lithography,Total Cores,Processor Base Frequency,Cache,Bus Speed,TDP,Marketing Status,Launch Date,Servicing Status,Embedded Options Available,TCASE,Package Size,Processing Die Size,"# of Processing Die Transistors",Intel® Turbo Boost Technology ‡,Intel® Hyper-Threading Technology ‡,Intel® Virtualization Technology (VT-x) ‡,Intel® 64 ‡,Instruction Set,Enhanced Intel SpeedStep® Technology,Intel® Trusted Execution Technology ‡,Execute Disable Bit ‡
53692,Intel® Celeron® Processor 925,2025-03-11 09:29:01,https://www.intel.com/content/www/us/en/products/sku/53692/intel-celeron-processor-925-1m-cache-2-30-ghz-800-mhz-fsb/specifications.html,Legacy Intel® Celeron® Processor,Products formerly Penryn,Mobile,925,45 nm,1,2.30 GHz,1 MB L2 Cache,800 MHz,35 W,Discontinued,Q1'11,End of Servicing Lifetime,No,105°C,35mm x 35mm,107 mm2,410 million,No,No,No,Yes,64-bit,No,No,Yes
