product_id,name,time,source,Product Collection,Code Name,Vertical Segment,Processor Number,Lithography,Recommended Customer Price,Total Cores,Total Threads,Max Turbo Frequency,Intel® Turbo Boost Technology 2.0 Frequency‡,Processor Base Frequency,Cache,Bus Speed,"# of QPI Links",TDP,Marketing Status,Launch Date,Servicing Status,End of Servicing Updates Date,Embedded Options Available,Max Memory Size (dependent on memory type),Memory Types,Max # of Memory Channels,Max Memory Bandwidth,Physical Address Extensions,ECC Memory Supported ‡,Scalability,PCI Express Revision,PCI Express Configurations ‡,Max # of PCI Express Lanes,Sockets Supported,Max CPU Configuration,TCASE,Package Size,Intel® Turbo Boost Technology ‡,Intel® Hyper-Threading Technology ‡,Intel® Transactional Synchronization Extensions,Intel® 64 ‡,Instruction Set,Instruction Set Extensions,Idle States,Enhanced Intel SpeedStep® Technology,Thermal Monitoring Technologies,Intel® Instruction Replay Technology,Intel® AES New Instructions,Secure Key,Intel® OS Guard,Intel® Trusted Execution Technology ‡,Execute Disable Bit ‡,Intel® Virtualization Technology (VT-x) ‡,Intel® Virtualization Technology for Directed I/O (VT-d) ‡,Intel® VT-x with Extended Page Tables (EPT) ‡
93791,Intel® Xeon® Processor E7-8893 v4,2025-03-11 09:34:55,https://www.intel.com/content/www/us/en/products/sku/93791/intel-xeon-processor-e78893-v4-60m-cache-3-20-ghz/specifications.html,Intel® Xeon® Processor E7 v4 Family,Products formerly Broadwell,Server,E7-8893V4,14 nm,$6841.00,4,8,3.50 GHz,3.50 GHz,3.20 GHz,60 MB,9.6 GT/s,3,140 W,Discontinued,Q2'16,End of Servicing Updates,"Thursday, June 30, 2022",No,3 TB,DDR4-1333/1600/1866 DDR3-1066/1333/1600,4,85 GB/s,46-bit,Yes,S8S,3.0,"x4, x8, x16",32,FCLGA2011,8,77°C,45mm x 52.5mm,2.0,Yes,Yes,Yes,64-bit,Intel® AVX2,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
