product_id,name,time,source,Product Collection,Code Name,Vertical Segment,Processor Number,Lithography,Recommended Customer Price,Total Cores,Processor Base Frequency,Cache,Bus Speed,FSB Parity,TDP,VID Voltage Range,Marketing Status,Launch Date,Servicing Status,Embedded Options Available,Sockets Supported,TCASE,Package Size,Processing Die Size,"# of Processing Die Transistors",Intel® Turbo Boost Technology ‡,Intel® Hyper-Threading Technology ‡,Intel® Virtualization Technology (VT-x) ‡,Intel® Virtualization Technology for Directed I/O (VT-d) ‡,Intel® 64 ‡,Instruction Set,Idle States,Enhanced Intel SpeedStep® Technology,Intel® Demand Based Switching,Thermal Monitoring Technologies,Intel® AES New Instructions,Intel® Trusted Execution Technology ‡,Execute Disable Bit ‡
28011,Intel® Pentium® D Processor 935,2025-03-11 09:31:21,https://www.intel.com/content/www/us/en/products/sku/28011/intel-pentium-d-processor-935-4m-cache-3-20-ghz-800-mhz-fsb/specifications.html,Legacy Intel® Pentium® Processor,Products formerly Presler,Desktop,935,65 nm,$84.00,2,3.20 GHz,4 MB L2 Cache,800 MHz,No,95 W,1.200V-1.3375V,Discontinued,Q1'07,End of Servicing Updates,No,"LGA775,PLGA775",63.4°C,37.5mm x 37.5mm,162 mm2,376 million,No,No,No,No,Yes,64-bit,Yes,Yes,No,No,No,No,Yes
