product_id,name,time,source,Product Collection,Code Name,Vertical Segment,Processor Number,Lithography,Total Cores,Processor Base Frequency,Cache,Bus Speed,TDP,VID Voltage Range,Marketing Status,Launch Date,Servicing Status,Embedded Options Available,Sockets Supported,TJUNCTION,Package Size,Processing Die Size,"# of Processing Die Transistors",Intel® Turbo Boost Technology ‡,Intel® Virtualization Technology (VT-x) ‡,Intel® 64 ‡,Instruction Set,Enhanced Intel SpeedStep® Technology,Intel® Trusted Execution Technology ‡
41368,Intel® Celeron® Processor ULV 573,2025-03-11 09:29:08,https://www.intel.com/content/www/us/en/products/sku/41368/intel-celeron-processor-ulv-573-512k-cache-1-00-ghz-533-mhz-fsb/specifications.html,Legacy Intel® Celeron® Processor,Products formerly Merom,Mobile,573,65 nm,1,1.00 GHz,512 KB L2 Cache,533 MHz,10 W,0.80V-0.975V,Discontinued,Q3'06,End of Servicing Lifetime,Yes,PBGA479,100°C,35mm x 35mm,143 mm2,291 million,No,No,Yes,64-bit,No,No
