product_id,name,time,source,Product Collection,Code Name,Vertical Segment,Processor Number,Lithography,Recommended Customer Price,Total Cores,Total Threads,Max Turbo Frequency,Intel® Turbo Boost Technology 2.0 Frequency‡,Processor Base Frequency,Cache,Bus Speed,TDP,Marketing Status,Launch Date,Servicing Status,End of Servicing Updates Date,Embedded Options Available,Max Memory Size (dependent on memory type),Memory Types,Max # of Memory Channels,Max Memory Bandwidth,ECC Memory Supported ‡,GPU Name‡,Graphics Base Frequency,Graphics Video Max Memory,Graphics Output,4K Support,Max Resolution (HDMI)‡,Max Resolution (DP)‡,Max Resolution (eDP - Integrated Flat Panel)‡,Max Resolution (VGA)‡,DirectX* Support,OpenGL* Support,Intel® Quick Sync Video,Intel® InTru™ 3D Technology,Intel® Clear Video HD Technology,Intel® Clear Video Technology,"# of Displays Supported ‡",Device ID,Scalability,PCI Express Revision,PCI Express Configurations ‡,Max # of PCI Express Lanes,Sockets Supported,Max CPU Configuration,Package Size,Intel® Turbo Boost Technology ‡,Intel® Hyper-Threading Technology ‡,Intel® Transactional Synchronization Extensions,Intel® 64 ‡,Instruction Set,Instruction Set Extensions,Idle States,Enhanced Intel SpeedStep® Technology,Thermal Monitoring Technologies,Intel vPro® Eligibility ‡,Intel® Software Guard Extensions (Intel® SGX),Intel® AES New Instructions,Secure Key,Intel® Memory Protection Extensions (Intel® MPX),Intel® OS Guard,Intel® Trusted Execution Technology ‡,Execute Disable Bit ‡,Intel® Boot Guard,Intel® Virtualization Technology (VT-x) ‡,Intel® Virtualization Technology for Directed I/O (VT-d) ‡,Intel® VT-x with Extended Page Tables (EPT) ‡
88170,Intel® Xeon® Processor E3-1235L v5,2025-03-11 09:36:44,https://www.intel.com/content/www/us/en/products/sku/88170/intel-xeon-processor-e31235l-v5-8m-cache-2-00-ghz/specifications.html,Intel® Xeon® Processor E3 v5 Family,Products formerly Skylake,Server,E3-1235LV5,14 nm,$250.00,4,4,3.00 GHz,3.00 GHz,2.00 GHz,8 MB Intel® Smart Cache,8 GT/s,25 W,Discontinued,Q4'15,End of Servicing Lifetime,"Friday, September 30, 2022",No,64 GB,"DDR4-1866/2133, DDR3L-1333/1600 @ 1.35V",2,34.1 GB/s,Yes,Intel® HD Graphics P530,400 MHz,64 GB,eDP/DP/HDMI/DVI,"Yes, at 60Hz",4096x2304@24Hz,4096x2304@60Hz,4096x2304@60Hz,N/A,12,4.4,Yes,Yes,Yes,Yes,3,0x191D,1S Only,3.0,"1x16, 2x8, 1x8+2x4",16,FCLGA1151,1,37.5mm x 37.5mm,2.0,No,Yes,Yes,64-bit,"Intel® SSE4.1, Intel® SSE4.2, Intel® AVX2",Yes,Yes,Yes,Intel vPro® Platform,Yes with Intel® ME,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
