product_id,name,time,source,Product Collection,Code Name,Vertical Segment,Processor Number,Lithography,Total Cores,Total Threads,Max Turbo Frequency,Intel® Turbo Boost Technology 2.0 Frequency‡,Processor Base Frequency,Cache,Bus Speed,TDP,Marketing Status,Launch Date,Servicing Status,End of Servicing Updates Date,Embedded Options Available,Use Conditions,Max Memory Size (dependent on memory type),Memory Types,Max # of Memory Channels,Max Memory Bandwidth,ECC Memory Supported ‡,GPU Name‡,Graphics Base Frequency,Graphics Max Dynamic Frequency,Graphics Output,Intel® Quick Sync Video,Intel® InTru™ 3D Technology,Intel® Flexible Display Interface (Intel® FDI),Intel® Clear Video HD Technology,"# of Displays Supported ‡",PCI Express Revision,PCI Express Configurations ‡,Max # of PCI Express Lanes,Sockets Supported,Max CPU Configuration,TJUNCTION,Package Size,Intel® Turbo Boost Technology ‡,Intel® Hyper-Threading Technology ‡,Intel® 64 ‡,Instruction Set,Instruction Set Extensions,Intel® My WiFi Technology,4G WiMAX Wireless Technology,Idle States,Enhanced Intel SpeedStep® Technology,Intel® Demand Based Switching,Thermal Monitoring Technologies,Intel® Fast Memory Access,Intel® Flex Memory Access,Intel® Identity Protection Technology ‡,Intel vPro® Eligibility ‡,Intel® AES New Instructions,Intel® Trusted Execution Technology ‡,Execute Disable Bit ‡,Anti-Theft Technology,Intel® Virtualization Technology (VT-x) ‡,Intel® Virtualization Technology for Directed I/O (VT-d) ‡,Intel® VT-x with Extended Page Tables (EPT) ‡
65709,Intel® Core™ i7-3615QE Processor,2025-03-11 09:44:18,https://www.intel.com/content/www/us/en/products/sku/65709/intel-core-i73615qe-processor-6m-cache-up-to-3-30-ghz/specifications.html,Legacy Intel® Core™ Processors,Products formerly Ivy Bridge,Embedded,i7-3615QE,22 nm,4,8,3.30 GHz,3.30 GHz,2.30 GHz,6 MB Intel® Smart Cache,5 GT/s,45 W,Discontinued,Q2'12,End of Servicing Lifetime,"Tuesday, December 31, 2019",Yes,"Embedded Broad Market Commercial Temp, PC/Client/Tablet",16.11 GB,DDR3/DDR3L 1067/1333/1600,2,25.6 GB/s,Yes,Intel® HD Graphics 4000,650 MHz,1.00 GHz,eDP/DP/HDMI/SDVO/CRT,Yes,Yes,Yes,Yes,3,3.0,1x16 2x8 1x8 2x4,16,FCBGA1023,1,105°C,31mm x 24mm (BGA 1023),2.0,Yes,Yes,64-bit,Intel® AVX,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Intel vPro® Platform,Yes,Yes,Yes,No,Yes,Yes,Yes
