product_id,name,time,source,Product Collection,Code Name,Vertical Segment,Processor Number,Lithography,Recommended Customer Price,Total Cores,Total Threads,Max Turbo Frequency,Processor Base Frequency,Cache,Bus Speed,"# of QPI Links",TDP,Marketing Status,Launch Date,Servicing Status,End of Servicing Updates Date,Embedded Options Available,Max Memory Size (dependent on memory type),Memory Types,Max # of Memory Channels,Max Memory Bandwidth,Physical Address Extensions,ECC Memory Supported ‡,Scalability,PCI Express Revision,PCI Express Configurations ‡,Max # of PCI Express Lanes,Sockets Supported,Max CPU Configuration,TCASE,Package Size,Intel® Turbo Boost Technology ‡,Intel® Hyper-Threading Technology ‡,Intel® Transactional Synchronization Extensions,Intel® 64 ‡,Instruction Set,Instruction Set Extensions,Idle States,Enhanced Intel SpeedStep® Technology,Intel® Demand Based Switching,Thermal Monitoring Technologies,Intel® AES New Instructions,Secure Key,Intel® OS Guard,Intel® Trusted Execution Technology ‡,Execute Disable Bit ‡,Intel® Virtualization Technology (VT-x) ‡,Intel® Virtualization Technology for Directed I/O (VT-d) ‡,Intel® VT-x with Extended Page Tables (EPT) ‡
75794,Intel® Xeon® Processor E5-4607 v2,2025-03-11 09:35:46,https://www.intel.com/content/www/us/en/products/sku/75794/intel-xeon-processor-e54607-v2-15m-cache-2-60-ghz/specifications.html,Intel® Xeon® Processor E5 v2 Family,Products formerly Ivy Bridge EP,Server,E5-4607V2,22 nm,$885.00,6,12,2.60 GHz,2.60 GHz,15 MB Intel® Smart Cache,6.4 GT/s,2,95 W,Discontinued,Q1'14,End of Servicing Lifetime,"Tuesday, June 30, 2020",No,768 GB,DDR3 800/1066/1333,4,42.6 GB/s,46-bit,Yes,4S Only,3.0,"x4, x8, x16",40,FCLGA2011,4,77°C,52.5 mm x 45 mm,No,Yes,No,Yes,64-bit,Intel® AVX,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
