product_id,name,time,source,Product Collection,Code Name,Vertical Segment,Processor Number,Lithography,Recommended Customer Price,Total Cores,Total Threads,Max Turbo Frequency,Intel® Turbo Boost Technology 2.0 Frequency‡,Processor Base Frequency,Cache,TDP,Marketing Status,Launch Date,Servicing Status,End of Servicing Updates Date,Embedded Options Available,Max Memory Size (dependent on memory type),Memory Types,Max # of Memory Channels,Max Memory Bandwidth,Physical Address Extensions,ECC Memory Supported ‡,PCI Express Revision,PCI Express Configurations ‡,Max # of PCI Express Lanes,"# of USB Ports",USB Revision,Total # of SATA Ports,Integrated LAN,UART,Max # of SATA 6.0 Gb/s Ports,Sockets Supported,TCASE,Package Size,Intel® Turbo Boost Technology ‡,Intel® Hyper-Threading Technology ‡,Instruction Set,Intel® AES New Instructions,Intel® Virtualization Technology (VT-x) ‡,Intel® VT-x with Extended Page Tables (EPT) ‡
77977,Intel Atom® Processor C2350,2025-03-11 09:27:15,https://www.intel.com/content/www/us/en/products/sku/77977/intel-atom-processor-c2350-1m-cache-1-70-ghz/specifications.html,Intel Atom® Processor C Series,Products formerly Avoton,Server,C2350,22 nm,$43.00,2,2,2.00 GHz,2.00 GHz,1.70 GHz,1 MB,6 W,Discontinued,Q3'13,End of Servicing Lifetime,"Wednesday, June 30, 2021",No,16 GB,DDR3/DDR3L 1333,1,10.7 GB/s,36-bit,Yes,2,"x1,x2,x4",4,4,2,2,4x1 or 4x2.5 GbE,2,2,FCBGA1283,98°C,34 mm x 28 mm,2.0,No,64-bit,Yes,Yes,Yes
