product_id,name,time,source,Product Collection,Code Name,Vertical Segment,Processor Number,Lithography,Recommended Customer Price,Total Cores,"# of Performance-cores","# of Efficient-cores",Total Threads,Performance-core Max Turbo Frequency,Efficient-core Max Turbo Frequency,Performance-core Base Frequency,Processor Base Frequency,Cache,Processor Base Power,Maximum Turbo Power,Minimum Assured Power,Minimum Assured Frequency,Maximum Assured Power,Maximum Assured Frequency,Marketing Status,Launch Date,Embedded Options Available,Use Conditions,Max Memory Size (dependent on memory type),Memory Types,Max # of Memory Channels,ECC Memory Supported ‡,GPU Name‡,Graphics Max Dynamic Frequency,Graphics Output,Execution Units,Max Resolution (HDMI)‡,Max Resolution (DP)‡,Max Resolution (eDP - Integrated Flat Panel)‡,DirectX* Support,OpenGL* Support,OpenCL* Support,Multi-Format Codec Engines,Intel® Quick Sync Video,"# of Displays Supported ‡",Device ID,Intel® Thunderbolt™ 4,Microprocessor PCIe Revision,Chipset / PCH PCIe Revision,Max # of PCI Express Lanes,Sockets Supported,Max CPU Configuration,TJUNCTION,Package Size,Max Operating Temperature,Intel® Gaussian & Neural Accelerator,Intel® Thread Director,Intel® Smart Sound Technology,Intel® Wake on Voice,Intel® High Definition Audio,MIPI SoundWire*,Intel® Deep Learning Boost (Intel® DL Boost) on CPU,Intel® Speed Shift Technology,Intel® Turbo Boost Max Technology 3.0 ‡,Intel® Hyper-Threading Technology ‡,Instruction Set,Instruction Set Extensions,Thermal Monitoring Technologies,Intel® Flex Memory Access,Intel® Control-Flow Enforcement Technology,Intel® AES New Instructions,Secure Key,Intel® OS Guard,Intel® Boot Guard,Mode-based Execute Control (MBEC),Intel® Virtualization Technology (VT-x) ‡,Intel® Virtualization Technology for Directed I/O (VT-d) ‡,Intel® VT-x with Extended Page Tables (EPT) ‡
132226,Intel® Core™ i3-12300HE Processor,2025-03-11 09:39:56,https://www.intel.com/content/www/us/en/products/sku/132226/intel-core-i312300he-processor-12m-cache-up-to-4-30-ghz/specifications.html,12th Generation Intel® Core™ i3 Processors,Products formerly Alder Lake,Embedded,i3-12300HE,Intel 7,$306.00,8,4,4,12,4.30 GHz,3.30 GHz,1.90 GHz,1.90 GHz,12 MB Intel® Smart Cache,45 W,115 W,35 W,1.10 GHz,65 W,2.50 GHz,Launched,Q1'22,Yes,Embedded Broad Market Commercial Temp,64 GB,Up to DDR5 4800 MT/s Up to DDR4 3200 MT/s Up to LPDDR5 5200 MT/s Up to LPDDR4x 4267 MT/s,2,No,Intel® UHD Graphics,1.15 GHz,"eDP 1.4b, DP 1.4a, HDMI 2.1",48,4096 x 2304 @ 60Hz,7680 x 4320 @ 60Hz,4096 x 2304 @ 120Hz,12.1,4.6,3.0,1,Yes,4,0x46A6,Yes,Gen 4,Gen 3,28,FCBGA1744,1,100°C,50 mm x 25 mm,100 °C,3.0,Yes,Yes,Yes,Yes,1.2,Yes,Yes,No,Yes,64-bit,"Intel® SSE4.1, Intel® SSE4.2, Intel® AVX2",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
