product_id,name,time,source,Product Collection,Code Name,Vertical Segment,Processor Number,Lithography,Total Cores,Processor Base Frequency,Cache,Bus Speed,FSB Parity,TDP,VID Voltage Range,Marketing Status,Launch Date,Servicing Status,Embedded Options Available,Sockets Supported,TJUNCTION,Processing Die Size,"# of Processing Die Transistors",Intel® Turbo Boost Technology ‡,Intel® Hyper-Threading Technology ‡,Intel® Virtualization Technology (VT-x) ‡,Intel® 64 ‡,Instruction Set,Enhanced Intel SpeedStep® Technology,Intel® Demand Based Switching,Execute Disable Bit ‡
42113,Intel® Core™2 Solo Processor SU3500,2025-03-11 09:45:28,https://www.intel.com/content/www/us/en/products/sku/42113/intel-core2-solo-processor-su3500-3m-cache-1-30-ghz-800-mhz-fsb/specifications.html,Legacy Intel® Core™ Processors,Products formerly Penryn,Mobile,SU3500,45 nm,1,1.30 GHz,3 MB,800 MHz,No,5.5 W,1.050V-1.150V,Discontinued,Q2'09,End of Servicing Updates,No,BGA956,100°C,107 mm2,410 million,No,No,Yes,Yes,64-bit,Yes,No,Yes
