product_id,name,time,source,Product Collection,Code Name,Vertical Segment,Processor Number,Lithography,Recommended Customer Price,Total Cores,Total Threads,Max Turbo Frequency,Processor Base Frequency,Cache,Max # of UPI Links,TDP,Marketing Status,Launch Date,Servicing Status,End of Servicing Updates Date,End of Interactive Support Date,Embedded Options Available,Use Conditions,Max Memory Size (dependent on memory type),Memory Types,Maximum Memory Speed,Max # of Memory Channels,ECC Memory Supported ‡,Scalability,PCI Express Revision,Max # of PCI Express Lanes,Sockets Supported,TCASE,Package Size,Intel® Volume Management Device (VMD),Intel® Optane™ Memory Supported ‡,Intel® Speed Shift Technology,Intel® Turbo Boost Max Technology 3.0 ‡,Intel® Turbo Boost Technology ‡,Intel® Hyper-Threading Technology ‡,Intel® Transactional Synchronization Extensions,Intel® 64 ‡,Instruction Set Extensions,"# of AVX-512 FMA Units",Enhanced Intel SpeedStep® Technology,Intel vPro® Eligibility ‡,Intel® AES New Instructions,Intel® Trusted Execution Technology ‡,Execute Disable Bit ‡,Intel® Run Sure Technology,Mode-based Execute Control (MBEC),Intel® Virtualization Technology (VT-x) ‡,Intel® Virtualization Technology for Directed I/O (VT-d) ‡,Intel® VT-x with Extended Page Tables (EPT) ‡
120477,Intel® Xeon® Gold 5120T Processor,2025-03-11 09:33:08,https://www.intel.com/content/www/us/en/products/sku/120477/intel-xeon-gold-5120t-processor-19-25m-cache-2-20-ghz/specifications.html,Intel® Xeon® Scalable Processors,Products formerly Skylake,Server,5120T,14 nm,$1727.00,14,28,3.20 GHz,2.20 GHz,19.25 MB L3 Cache,2,105 W,Launched,Q3'17,End of Servicing Updates,"Sunday, December 31, 2023","Sunday, December 31, 2023",Yes,Communications,768 GB,DDR4-2400,2400 MHz,6,Yes,4S,3.0,48,FCLGA3647,89°C,76.0mm x 56.5mm,Yes,No,Yes,No,2.0,Yes,Yes,Yes,"Intel® SSE4.2, Intel® AVX, Intel® AVX2, Intel® AVX-512",1,Yes,Intel vPro® Platform,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
