product_id,name,time,source,Product Collection,Code Name,Vertical Segment,Processor Number,Lithography,Total Cores,"# of Performance-cores","# of Efficient-cores",Total Threads,Max Turbo Frequency,Performance-core Max Turbo Frequency,Efficient-core Max Turbo Frequency,Cache,Processor Base Power,Maximum Turbo Power,Minimum Assured Power,Marketing Status,Launch Date,Embedded Options Available,Datasheet,Max Memory Size (dependent on memory type),Memory Types,Max # of Memory Channels,ECC Memory Supported ‡,GPU Name‡,Graphics Max Dynamic Frequency,Graphics Output,Execution Units,Max Resolution (HDMI)‡,Max Resolution (DP)‡,Max Resolution (eDP - Integrated Flat Panel)‡,DirectX* Support,OpenGL* Support,OpenCL* Support,Multi-Format Codec Engines,Intel® Quick Sync Video,"# of Displays Supported ‡",Device ID,Intel® Thunderbolt™ 4,Microprocessor PCIe Revision,Chipset / PCH PCIe Revision,Max # of PCI Express Lanes,Sockets Supported,Max CPU Configuration,TJUNCTION,Package Size,Max Operating Temperature,Intel® Volume Management Device (VMD),Intel® Gaussian & Neural Accelerator,Intel® Thread Director,Intel® Image Processing Unit,Intel® Smart Sound Technology,Intel® Wake on Voice,Intel® High Definition Audio,MIPI SoundWire*,Intel® Deep Learning Boost (Intel® DL Boost) on CPU,Intel® Adaptix™ Technology,Intel® Speed Shift Technology,Intel® Hyper-Threading Technology ‡,Instruction Set,Instruction Set Extensions,Thermal Monitoring Technologies,Intel® Flex Memory Access,Intel vPro® Eligibility ‡,Intel® Hardware Shield Eligibility ‡,Intel® Threat Detection Technology (TDT),Intel® Standard Manageability (ISM) ‡,Intel® QuickAssist Software Acceleration,Intel® Control-Flow Enforcement Technology,Intel® AES New Instructions,Secure Key,Intel® OS Guard,Intel® Trusted Execution Technology ‡,Execute Disable Bit ‡,Intel® Boot Guard,Mode-based Execute Control (MBEC),Intel® Virtualization Technology (VT-x) ‡,Intel® Virtualization Technology for Directed I/O (VT-d) ‡,Intel® VT-x with Extended Page Tables (EPT) ‡
226259,Intel® Core™ i7-1255U Processor,2025-03-11 09:39:29,https://www.intel.com/content/www/us/en/products/sku/226259/intel-core-i71255u-processor-12m-cache-up-to-4-70-ghz/specifications.html,12th Generation Intel® Core™ i7 Processors,Products formerly Alder Lake,Mobile,i7-1255U,Intel 7,10,2,8,12,4.70 GHz,4.70 GHz,3.50 GHz,12 MB Intel® Smart Cache,15 W,55 W,12 W,Launched,Q1'22,No,View now,64 GB,Up to DDR5 4800 MT/s Up to DDR4 3200 MT/s Up to LPDDR5 5200 MT/s Up to LPDDR4x 4267 MT/s,2,No,Intel® Iris® Xe Graphics eligible,1.25 GHz,"eDP 1.4b, DP 1.4a, HDMI 2.1",96,4096 x 2304 @ 60Hz,7680 x 4320 @ 60Hz,4096 x 2304 @ 120Hz,12.1,4.6,3.0,2,Yes,4,0x46A8,Yes,Gen 4,Gen 3,20,FCBGA1744,1,100°C,50 x 25,100 °C,Yes,3.0,Yes,6.0,Yes,Yes,Yes,1.2,Yes,Yes,Yes,Yes,64-bit,"Intel® SSE4.1, Intel® SSE4.2, Intel® AVX2",Yes,Yes,Intel vPro® Essentials,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
