product_id,name,time,source,Product Collection,Code Name,Vertical Segment,Processor Number,Lithography,Total Cores,Total Threads,Processor Base Frequency,Cache,Bus Speed,TDP,Marketing Status,Launch Date,Servicing Status,End of Servicing Updates Date,Embedded Options Available,Datasheet,Max Memory Size (dependent on memory type),Memory Types,Max # of Memory Channels,Max Memory Bandwidth,ECC Memory Supported ‡,GPU Name‡,Graphics Base Frequency,Graphics Max Dynamic Frequency,Graphics Video Max Memory,Graphics Output,Max Resolution (HDMI)‡,Max Resolution (DP)‡,Max Resolution (VGA)‡,DirectX* Support,OpenGL* Support,Intel® Quick Sync Video,Intel® InTru™ 3D Technology,"# of Displays Supported ‡",Device ID,PCI Express Revision,PCI Express Configurations ‡,Max # of PCI Express Lanes,Sockets Supported,Max CPU Configuration,TJUNCTION,Package Size,Intel® Turbo Boost Technology ‡,Intel® Hyper-Threading Technology ‡,Intel® Transactional Synchronization Extensions,Intel® 64 ‡,Instruction Set,Instruction Set Extensions,Enhanced Intel SpeedStep® Technology,Thermal Monitoring Technologies,Intel® Identity Protection Technology ‡,Intel® AES New Instructions,Secure Key,Intel® Trusted Execution Technology ‡,Execute Disable Bit ‡,Anti-Theft Technology,Intel® Virtualization Technology (VT-x) ‡,Intel® Virtualization Technology for Directed I/O (VT-d) ‡,Intel® VT-x with Extended Page Tables (EPT) ‡
76346,Intel® Core™ i3-4100M Processor,2025-03-11 09:43:42,https://www.intel.com/content/www/us/en/products/sku/76346/intel-core-i34100m-processor-3m-cache-2-50-ghz/specifications.html,4th Generation Intel® Core™ i3 Processors,Products formerly Haswell,Mobile,i3-4100M,22 nm,2,4,2.50 GHz,3 MB Intel® Smart Cache,5 GT/s,37 W,Discontinued,Q4'13,End of Servicing Lifetime,"Wednesday, June 30, 2021",No,View now,32 GB,DDR3L 1333/1600,2,25.6 GB/s,No,Intel® HD Graphics 4600,400 MHz,1.10 GHz,2 GB,eDP/DP/HDMI/VGA,3840x2160@60Hz,3840x2160@60Hz,2880x1800@60Hz,11.2/12,4.3,Yes,Yes,3,0x416,2.0,1x16 or 2x8 or 1x8 2x4,16,FCPGA946,1,100°C,37.5mm x 37.5mm x 4.7mm,No,Yes,No,Yes,64-bit,"Intel® SSE4.1, Intel® SSE4.2, Intel® AVX2",Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes
