product_id,name,time,source,Product Collection,Code Name,Vertical Segment,Processor Number,Lithography,Total Cores,Processor Base Frequency,Cache,Bus Speed,FSB Parity,TDP,VID Voltage Range,Marketing Status,Launch Date,Expected Discontinuance,Servicing Status,Embedded Options Available,Sockets Supported,TCASE,Processing Die Size,"# of Processing Die Transistors",Intel® Turbo Boost Technology ‡,Intel® Hyper-Threading Technology ‡,Intel® Virtualization Technology (VT-x) ‡,Intel® VT-x with Extended Page Tables (EPT) ‡,Intel® 64 ‡,Instruction Set,Idle States,Enhanced Intel SpeedStep® Technology,Intel® Demand Based Switching,Thermal Monitoring Technologies,Intel® Trusted Execution Technology ‡,Execute Disable Bit ‡
36893,Intel® Xeon® Processor X5492,2025-03-11 09:37:53,https://www.intel.com/content/www/us/en/products/sku/36893/intel-xeon-processor-x5492-12m-cache-3-40-ghz-1600-mhz-fsb/specifications.html,Legacy Intel® Xeon® Processors,Products formerly Harpertown,Server,X5492,45 nm,4,3.40 GHz,12 MB L2 Cache,1600 MHz,Yes,150 W,0.850V-1.3500V,Discontinued,Q3'08,Q4'2010,End of Servicing Lifetime,No,LGA771,63°C,214 mm2,820 million,No,No,Yes,No,Yes,64-bit,Yes,Yes,Yes,Yes,No,Yes
