product_id,name,time,source,Product Collection,Code Name,Vertical Segment,Processor Number,Lithography,Use Conditions,Total Cores,Processor Base Frequency,Cache,Bus Speed,FSB Parity,TDP,VID Voltage Range,Marketing Status,Launch Date,Servicing Status,Embedded Options Available,Sockets Supported,TCASE,Package Size,Processing Die Size,"# of Processing Die Transistors",Intel® Turbo Boost Technology ‡,Intel® Hyper-Threading Technology ‡,Intel® Virtualization Technology (VT-x) ‡,Intel® VT-x with Extended Page Tables (EPT) ‡,Intel® 64 ‡,Instruction Set,Idle States,Enhanced Intel SpeedStep® Technology,Intel® Demand Based Switching,Intel® Trusted Execution Technology ‡,Execute Disable Bit ‡
34695,Intel® Xeon® Processor L5408,2025-03-11 09:37:56,https://www.intel.com/content/www/us/en/products/sku/34695/intel-xeon-processor-l5408-12m-cache-2-13-ghz-1066-mhz-fsb/specifications.html,Legacy Intel® Xeon® Processors,Products formerly Harpertown,Embedded,L5408,45 nm,Communications,4,2.13 GHz,12 MB L2 Cache,1066 MHz,No,40 W,0.850V-1.3500V,Discontinued,Q1'08,End of Servicing Lifetime,Yes,LGA771,72°C,37.5mm x 37.5mm,214 mm2,820 million,No,No,Yes,No,Yes,64-bit,No,Yes,No,No,Yes
