product_id,name,time,source,Product Collection,Code Name,Vertical Segment,Processor Number,Lithography,Total Cores,Processor Base Frequency,Cache,Bus Speed,TDP,VID Voltage Range,Marketing Status,Launch Date,Servicing Status,Embedded Options Available,Sockets Supported,TCASE,Package Size,Intel® Turbo Boost Technology ‡,Intel® Hyper-Threading Technology ‡,Intel® Virtualization Technology (VT-x) ‡,Intel® Virtualization Technology for Directed I/O (VT-d) ‡,Intel® 64 ‡,Instruction Set,Instruction Set Extensions,Idle States,Enhanced Intel SpeedStep® Technology,Thermal Monitoring Technologies,Intel® AES New Instructions,Intel® Trusted Execution Technology ‡,Execute Disable Bit ‡
42773,Intel® Celeron® Processor E3500,2025-03-11 09:29:02,https://www.intel.com/content/www/us/en/products/sku/42773/intel-celeron-processor-e3500-1m-cache-2-70-ghz-800-mhz-fsb/specifications.html,Legacy Intel® Celeron® Processor,Products formerly Wolfdale,Desktop,E3500,45 nm,2,2.70 GHz,1 MB Intel® Smart Cache,800 MHz,65 W,0.8500V-1.3625V,Discontinued,Q3'10,End of Servicing Lifetime,No,LGA775,74.1°C,37.5mm X 37.5mm,No,No,Yes,No,Yes,64-bit,"Intel® SSE2, Intel® SSE3, Intel® SSSE3",Yes,Yes,Yes,No,No,Yes
