product_id,name,time,source,Product Collection,Code Name,Vertical Segment,Processor Number,Lithography,Total Cores,Processor Base Frequency,Cache,Bus Speed,FSB Parity,TDP,VID Voltage Range,Marketing Status,Launch Date,Servicing Status,Embedded Options Available,Sockets Supported,TCASE,Package Size,Processing Die Size,"# of Processing Die Transistors",Intel® Turbo Boost Technology ‡,Intel® Hyper-Threading Technology ‡,Intel® Virtualization Technology (VT-x) ‡,Intel® 64 ‡,Instruction Set,Idle States,Enhanced Intel SpeedStep® Technology,Intel® Demand Based Switching,Thermal Monitoring Technologies,Intel® Trusted Execution Technology ‡,Execute Disable Bit ‡
30775,Intel® Xeon® Processor 3065,2025-03-11 09:37:59,https://www.intel.com/content/www/us/en/products/sku/30775/intel-xeon-processor-3065-4m-cache-2-33-ghz-1333-mhz-fsb/specifications.html,Legacy Intel® Xeon® Processors,Products formerly Conroe,Server,3065,65 nm,2,2.33 GHz,4 MB L2 Cache,1333 MHz,No,65 W,0.8500V-1.500V,Discontinued,Q4'07,End of Servicing Lifetime,No,PLGA775,72°C,37.5mm x 37.5mm,143 mm2,291 million,No,No,Yes,Yes,64-bit,Yes,Yes,No,Yes,Yes,Yes
