product_id,name,time,source,Product Collection,Code Name,Vertical Segment,Processor Number,Lithography,Recommended Customer Price,Total Cores,"# of Performance-cores","# of Efficient-cores",Total Threads,Max Turbo Frequency,Performance-core Max Turbo Frequency,Efficient-core Max Turbo Frequency,Processor Base Frequency,Cache,Processor Base Power,Maximum Turbo Power,TDP,Minimum Assured Power,Minimum Assured Frequency,Maximum Assured Power,Maximum Assured Frequency,Intel® Deep Learning Boost (Intel® DL Boost) on CPU,Marketing Status,Launch Date,Embedded Options Available,Use Conditions,Datasheet,Max Memory Size (dependent on memory type),Memory Types,Max # of Memory Channels,ECC Memory Supported ‡,GPU Name‡,Graphics Max Dynamic Frequency,Graphics Output,Execution Units,Max Resolution (HDMI)‡,Max Resolution (DP)‡,Max Resolution (eDP - Integrated Flat Panel)‡,DirectX* Support,OpenGL* Support,OpenCL* Support,Multi-Format Codec Engines,Intel® Quick Sync Video,"# of Displays Supported ‡",Device ID,Intel® Thunderbolt™ 4,Microprocessor PCIe Revision,Chipset / PCH PCIe Revision,Max # of PCI Express Lanes,Sockets Supported,Max CPU Configuration,TJUNCTION,Max Operating Temperature,Package Size,Intel® Volume Management Device (VMD),Intel® Gaussian & Neural Accelerator,Intel® Thread Director,Intel® Image Processing Unit,Intel® Smart Sound Technology,Intel® Wake on Voice,Intel® High Definition Audio,MIPI SoundWire*,Intel® Speed Shift Technology,Intel® Hyper-Threading Technology ‡,Instruction Set,Instruction Set Extensions,Thermal Monitoring Technologies,Intel® Flex Memory Access,Intel® Threat Detection Technology (TDT),Intel® Control-Flow Enforcement Technology,Intel® AES New Instructions,Secure Key,Execute Disable Bit ‡,Intel® OS Guard,Intel® Boot Guard,Mode-based Execute Control (MBEC),Intel® Virtualization Technology (VT-x) ‡,Intel® Virtualization Technology for Directed I/O (VT-d) ‡,Intel® VT-x with Extended Page Tables (EPT) ‡
233391,Intel® Core™ i3-1315UE Processor,2025-03-11 09:39:16,https://www.intel.com/content/www/us/en/products/sku/233391/intel-core-i31315ue-processor-10m-cache-up-to-4-50-ghz/specifications.html,13th Generation Intel® Core™ i3 Processors,Products formerly Raptor Lake,Embedded,i3-1315UE,Intel 7,$312.00,6,2,4,8,4.50 GHz,4.50 GHz,3.30 GHz,1.20 GHz,10 MB Intel® Smart Cache,15 W,55 W,15 W,12 W,800 MHz,28 W,2.50 GHz,Yes,Launched,Q1'23,Yes,Embedded Broad Market Commercial Temp,View now,96 GB,Up to DDR5 5200 MT/s Up to DDR4 3200 MT/s Up to LPDDR5/x 5200 MT/s Up to LPDDR4x 4267 MT/s,2,No,Intel® UHD Graphics for 13th Gen Intel® Processors,1.20 GHz,"eDP 1.4b, DP 1.4a, HDMI 2.1",64,4096 x 2304 @ 60Hz,7680 x 4320 @ 60Hz,4096 x 2304 @ 120Hz,12.1,4.6,3.0,1,Yes,4,0xA7A9,Yes,Gen 4,Gen 3,20,FCBGA1744,1,100°C,100 °C,50mm x25mm,Yes,3.0,Yes,6.0,Yes,Yes,Yes,1.2,Yes,Yes,64-bit,"Intel® SSE4.1, Intel® SSE4.2, Intel® AVX2",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
