product_id,name,time,source,Product Collection,Code Name,Vertical Segment,Processor Number,Lithography,Total Cores,Processor Base Frequency,Cache,Bus Speed,TDP,Marketing Status,Launch Date,Servicing Status,Embedded Options Available,Sockets Supported,TCASE,Package Size,Processing Die Size,"# of Processing Die Transistors",Intel® Turbo Boost Technology ‡,Intel® Hyper-Threading Technology ‡,Intel® Virtualization Technology (VT-x) ‡,Intel® 64 ‡,Instruction Set,Enhanced Intel SpeedStep® Technology,Intel® Trusted Execution Technology ‡,Execute Disable Bit ‡
41498,Intel® Celeron® Processor 900,2025-03-11 09:29:09,https://www.intel.com/content/www/us/en/products/sku/41498/intel-celeron-processor-900-1m-cache-2-20-ghz-800-mhz-fsb/specifications.html,Legacy Intel® Celeron® Processor,Products formerly Penryn,Mobile,900,45 nm,1,2.20 GHz,1 MB L2 Cache,800 MHz,35 W,Discontinued,Q1'09,End of Servicing Lifetime,No,PGA478,105°C,35mm x 35mm,107 mm2,410 million,No,No,No,Yes,64-bit,No,No,Yes
