product_id,name,time,source,Product Collection,Code Name,Vertical Segment,Lithography,Total Cores,Processor Base Frequency,Cache,Bus Speed,FSB Parity,TDP,VID Voltage Range,Marketing Status,Launch Date,Servicing Status,Embedded Options Available,Physical Address Extensions,ECC Memory Supported ‡,Sockets Supported,TCASE,Package Size,Processing Die Size,"# of Processing Die Transistors",Intel® Turbo Boost Technology ‡,Intel® Hyper-Threading Technology ‡,Intel® Virtualization Technology (VT-x) ‡,Intel® 64 ‡,Instruction Set,Idle States,Enhanced Intel SpeedStep® Technology,Intel® Demand Based Switching,Intel® Trusted Execution Technology ‡,Execute Disable Bit ‡
27179,"Intel® Celeron® Processor 2.50 GHz, 128K Cache, 400 MHz FSB",2025-03-11 09:29:32,https://www.intel.com/content/www/us/en/products/sku/27179/intel-celeron-processor-2-50-ghz-128k-cache-400-mhz-fsb/specifications.html,Legacy Intel® Celeron® Processor,Products formerly Northwood,Desktop,130 nm,1,2.50 GHz,128 KB L2 Cache,400 MHz,No,61 W,1.315V-1.525V,Discontinued,Q1'02,End of Servicing Lifetime,Yes,32-bit,No,PPGA478,72°C,35mm x 35mm,131 mm2,55 million,No,No,No,No,32-bit,No,No,No,No,No
