product_id,name,time,source,Product Collection,Code Name,Vertical Segment,Processor Number,Lithography,Recommended Customer Price,Total Cores,Total Threads,Max Turbo Frequency,Processor Base Frequency,Cache,Intel® UPI Speed,Max # of UPI Links,TDP,Intel® Deep Learning Boost (Intel® DL Boost) on CPU,Marketing Status,Launch Date,Servicing Status,Embedded Options Available,Max Memory Size (dependent on memory type),Memory Types,Maximum Memory Speed,Max # of Memory Channels,Intel® Optane™ Persistent Memory Supported,ECC Memory Supported ‡,Scalability,PCI Express Revision,Max # of PCI Express Lanes,Sockets Supported,Package Carrier,DTS Max,TCASE,Package Size,Intel® vRAN Boost,Intel® On Demand Activation Model,Intel® QuickAssist Technology (QAT),Intel® Dynamic Load Balancer (DLB),Intel® Data Streaming Accelerator (DSA),Intel® In-memory Analytics Accelerator (IAA),Intel® Advanced Matrix Extensions (AMX),Intel® Speed Select Technology – Core Power,Intel® Speed Select Technology – Turbo Frequency,Intel® Speed Select Technology - Performance Profile,Intel® Speed Select Technology - Base Frequency,Intel® Resource Director Technology (Intel® RDT),Intel® Speed Shift Technology,Intel® Turbo Boost Technology ‡,Intel® Hyper-Threading Technology ‡,Intel® Transactional Synchronization Extensions,Intel® 64 ‡,Instruction Set Extensions,"# of AVX-512 FMA Units",Intel® Software Guard Extensions (Intel® SGX),Default Maximum Enclave Page Cache (EPC) Size for Intel® SGX,Intel® QuickAssist Software Acceleration,Intel® Control-Flow Enforcement Technology,Intel® Total Memory Encryption,Intel® AES New Instructions,Intel® Trusted Execution Technology ‡,Execute Disable Bit ‡,Intel® OS Guard,Intel® Boot Guard,Intel® Run Sure Technology,Mode-based Execute Control (MBEC),Intel® Platform Firmware Resilience Support,Intel® Crypto Acceleration,Intel® Virtualization Technology (VT-x) ‡,Intel® Virtualization Technology for Directed I/O (VT-d) ‡,Intel® VT-x with Extended Page Tables (EPT) ‡
237980,Intel® Xeon® Gold 5403N Processor,2025-03-11 09:32:01,https://www.intel.com/content/www/us/en/products/sku/237980/intel-xeon-gold-5403n-processor-22-5m-cache-2-00-ghz/specifications.html,4th Gen Intel® Xeon® Scalable Processors,Products formerly Sapphire Rapids Edge Enhanced,Server,5403N,Intel 7,$708.00,12,24,3.9 GHz,2 GHz,22.5 MB,0 GT/s,0,115 W,Yes,Launched,Q4'23,Baseline Servicing,Yes,4 TB,DDR5-4000,4000 MHz,8,No,Yes,1S Only,4,48,FCLGA4677,E1B,97 °C,85,77.5mm x 56.5mm,Yes,Yes,0 default devices,0 default devices,1 default devices,0 default devices,No,Yes,Yes,No,No,Yes,Yes,2.0,Yes,Yes,Yes,"Intel® SSE4.2, Intel® AVX2, Intel® AVX-512, Intel® AVX",2,Yes with Intel® SPS,128 GB,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
