product_id,name,time,source,Product Collection,Code Name,Vertical Segment,Processor Number,Lithography,Recommended Customer Price,Total Cores,"# of Performance-cores","# of Efficient-cores","# of Low Power Efficient-cores",Total Threads,Max Turbo Frequency,Intel® Turbo Boost Max Technology 3.0 Frequency ‡,Performance-core Max Turbo Frequency,Efficient-core Max Turbo Frequency,Low Power Efficient-core Max Turbo Frequency,Performance-core Base Frequency,Efficient-core Base Frequency,Low Power Efficient-core Base Frequency,Cache,Processor Base Power,Maximum Turbo Power,Minimum Assured Power,Intel® Deep Learning Boost (Intel® DL Boost) on CPU,AI Software Frameworks Supported by CPU,Marketing Status,Launch Date,Embedded Options Available,Product Tuning (Embedded Uses),Datasheet,Max Memory Size (dependent on memory type),Memory Types,Max # of Memory Channels,ECC Memory Supported ‡,GPU Name‡,Graphics Max Dynamic Frequency,Graphics Output,Xe-cores,Ray Tracing,Max Resolution (HDMI)‡,Max Resolution (DP)‡,Max Resolution (eDP - Integrated Flat Panel)‡,DirectX* Support,OpenGL* Support,OpenCL* Support,Multi-Format Codec Engines,H.264 Hardware Encode/Decode,H.265 (HEVC) Hardware Encode/Decode,AV1 Encode/Decode,VP9 Bitstream & Decoding,Intel® Quick Sync Video,"# of Displays Supported ‡",Device ID,Intel® Deep Learning Boost (Intel® DL Boost) on GPU,AI Software Frameworks Supported by GPU,NPU Name‡,Sparsity Support,Windows Studio Effects Support,AI Software Frameworks Supported by NPU,Intel® Thunderbolt™ 4,PCI Support,PCI Express Configurations ‡,Max # of PCI Express Lanes,Sockets Supported,Max CPU Configuration,Max Operating Temperature,Package Size,Intel® Volume Management Device (VMD),Intel® Gaussian & Neural Accelerator,Intel® Thread Director,Intel® Image Processing Unit,Intel® Smart Sound Technology,Intel® Wake on Voice,Intel® High Definition Audio,Intel® Adaptix™ Technology,Intel® Speed Shift Technology,Intel® Turbo Boost Max Technology 3.0 ‡,Intel® Hyper-Threading Technology ‡,Instruction Set,Instruction Set Extensions,Thermal Monitoring Technologies,Intel® Flex Memory Access,Intel vPro® Eligibility ‡,Intel® Hardware Shield Eligibility ‡,Intel® Threat Detection Technology (TDT),Intel® Active Management Technology (AMT) ‡,Intel® Standard Manageability (ISM) ‡,Intel® Remote Platform Erase (RPE) ‡,Intel® One-Click Recovery ‡,Intel® Control-Flow Enforcement Technology,Intel® Total Memory Encryption - Multi Key,Intel® AES New Instructions,Secure Key,Intel® Trusted Execution Technology ‡,Execute Disable Bit ‡,Intel® OS Guard,Intel® Boot Guard,Mode-based Execute Control (MBEC),Intel® Stable IT Platform Program (SIPP),Intel® Virtualization Technology with Redirect Protection (VT-rp) ‡,Intel® Virtualization Technology (VT-x) ‡,Intel® Virtualization Technology for Directed I/O (VT-d) ‡,Intel® VT-x with Extended Page Tables (EPT) ‡
236851,Intel® Core™ Ultra 7 Processor 165H,2025-03-11 09:29:59,https://www.intel.com/content/www/us/en/products/sku/236851/intel-core-ultra-7-processor-165h-24m-cache-up-to-5-00-ghz/specifications.html,Intel® Core™ Ultra processors (Series 1),Products formerly Meteor Lake,Mobile,165H,Intel 4,$460.00,16,6,8,2,22,5 GHz,5 GHz,5 GHz,3.8 GHz,2.5 GHz,1.4 GHz,900 MHz,700 MHz,24 MB Intel® Smart Cache,28 W,115 W,20 W,Yes,"OpenVINO™, WindowsML, ONNX RT",Launched,Q4'23,Yes,Yes,View now,96 GB,Up to LPDDR5/x 7467 MT/s Up to DDR5 5600 MT/s,2,No,Intel® Arc™ graphics,2.3 GHz,"DP2.1 UHBR20, HDMI2.1",8,Yes,4096 x 2304 @ 60Hz (HDMI 2.1 TMDS) 7680 x 4320 @ 60Hz (HDMI2.1 FRL),7680 x 4320 @ 60Hz,3840x2400 @ 120Hz,12.2,4.6,3.0,2,Yes,Yes,Yes,Yes,Yes,4,0x7D55,Yes,"OpenVINO™, WindowsML, DirectML, ONNX RT, WebGPU",Intel® AI Boost,Yes,Yes,"OpenVINO™, WindowsML, DirectML, ONNX RT",Yes,5.0 and 4.0,"1 (x8) Gen5 + 3 (x4) Gen4 + 8 (x1,x2,x4) Gen4",28,FCBGA2049,1,110 °C,50 mm x 25 mm,Yes,3.5,Yes,6.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,64-bit,"Intel® SSE4.1, Intel® SSE4.2, Intel® AVX2",Yes,Yes,Intel vPro® Enterprise,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
