product_id,name,time,source,Product Collection,Code Name,Vertical Segment,Processor Number,Lithography,Total Cores,Total Threads,Max Turbo Frequency,Intel® Turbo Boost Technology 2.0 Frequency‡,Processor Base Frequency,Cache,Bus Speed,"# of QPI Links",TDP,Marketing Status,Launch Date,Servicing Status,End of Servicing Updates Date,Embedded Options Available,Max Memory Size (dependent on memory type),Memory Types,Max # of Memory Channels,Max Memory Bandwidth,ECC Memory Supported ‡,GPU Name‡,Graphics Base Frequency,Graphics Max Dynamic Frequency,Intel® Quick Sync Video,Intel® InTru™ 3D Technology,Intel® Flexible Display Interface (Intel® FDI),Intel® Clear Video HD Technology,"# of Displays Supported ‡",Scalability,PCI Express Revision,PCI Express Configurations ‡,Max # of PCI Express Lanes,Sockets Supported,Max CPU Configuration,Thermal Solution Specification,Package Size,Intel® Turbo Boost Technology ‡,Intel® Hyper-Threading Technology ‡,Intel® Transactional Synchronization Extensions,Intel® 64 ‡,Instruction Set,Instruction Set Extensions,Idle States,Enhanced Intel SpeedStep® Technology,Thermal Monitoring Technologies,Intel® Fast Memory Access,Intel® Flex Memory Access,Intel® Identity Protection Technology ‡,Intel vPro® Eligibility ‡,Intel® AES New Instructions,Secure Key,Intel® OS Guard,Intel® Trusted Execution Technology ‡,Execute Disable Bit ‡,Anti-Theft Technology,Intel® Stable IT Platform Program (SIPP),Intel® Virtualization Technology (VT-x) ‡,Intel® Virtualization Technology for Directed I/O (VT-d) ‡,Intel® VT-x with Extended Page Tables (EPT) ‡
75463,Intel® Xeon® Processor E3-1265L v3,2025-03-11 09:36:58,https://www.intel.com/content/www/us/en/products/sku/75463/intel-xeon-processor-e31265l-v3-8m-cache-2-50-ghz/specifications.html,Intel® Xeon® Processor E3 v3 Family,Products formerly Haswell,Server,E3-1265Lv3,22 nm,4,8,3.70 GHz,3.70 GHz,2.50 GHz,8 MB Intel® Smart Cache,5 GT/s,0,45 W,Discontinued,Q2'13,End of Servicing Lifetime,"Wednesday, June 30, 2021",No,32 GB,DDR3 and DDR3L 1333/1600 at 1.5V,2,25.6 GB/s,Yes,Intel® HD Graphics for 4th Generation Intel® Processors,350 MHz,1.20 GHz,Yes,Yes,Yes,Yes,3,1S Only,3.0,"1x16, 2x8, 1x8/2x4",16,FCLGA1150,1,PCG 2013B,37.5mm x 37.5mm,2.0,Yes,Yes,Yes,64-bit,"Intel® SSE4.1, Intel® SSE4.2, Intel® AVX2",Yes,Yes,Yes,Yes,Yes,Yes,Intel vPro® Platform,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
