product_id,name,time,source,Product Collection,Code Name,Vertical Segment,Processor Number,Lithography,Recommended Customer Price,Use Conditions,Total Cores,Processor Base Frequency,Cache,Bus Speed,FSB Parity,TDP,VID Voltage Range,Marketing Status,Launch Date,Servicing Status,Embedded Options Available,Sockets Supported,TCASE,Package Size,Processing Die Size,"# of Processing Die Transistors",Intel® Turbo Boost Technology ‡,Intel® Hyper-Threading Technology ‡,Intel® Virtualization Technology (VT-x) ‡,Intel® 64 ‡,Instruction Set,Idle States,Enhanced Intel SpeedStep® Technology,Intel® Demand Based Switching,Intel® Trusted Execution Technology ‡,Execute Disable Bit ‡
36593,Intel® Xeon® Processor E5220,2025-03-11 09:37:54,https://www.intel.com/content/www/us/en/products/sku/36593/intel-xeon-processor-e5220-6m-cache-2-33-ghz-1333-mhz-fsb/specifications.html,Legacy Intel® Xeon® Processors,Products formerly Wolfdale,Server,E5220,45 nm,$317.00,Communications,2,2.33 GHz,6 MB L2 Cache,1333 MHz,No,65 W,0.8500V-1.3500V,Discontinued,Q1'08,End of Servicing Lifetime,Yes,LGA771,66°C,37.5mm x 37.5mm,107 mm2,410 million,No,No,Yes,Yes,64-bit,No,Yes,No,No,Yes
