product_id,name,time,source,Product Collection,Code Name,Vertical Segment,Processor Number,Lithography,Total Cores,Total Threads,Max Turbo Frequency,Intel® Turbo Boost Technology 2.0 Frequency‡,Processor Base Frequency,Cache,Bus Speed,"# of QPI Links",TDP,Marketing Status,Launch Date,Supply Status,Servicing Status,End of Servicing Updates Date,Embedded Options Available,Additional Information,Max Memory Size (dependent on memory type),Memory Types,Max # of Memory Channels,Max Memory Bandwidth,Physical Address Extensions,ECC Memory Supported ‡,Scalability,PCI Express Revision,PCI Express Configurations ‡,Max # of PCI Express Lanes,Sockets Supported,Max CPU Configuration,TCASE,Package Size,Intel® Turbo Boost Technology ‡,Intel® Hyper-Threading Technology ‡,Intel® Transactional Synchronization Extensions,Intel® 64 ‡,Instruction Set,Instruction Set Extensions,Idle States,Enhanced Intel SpeedStep® Technology,Thermal Monitoring Technologies,Intel® Instruction Replay Technology,Intel® AES New Instructions,Secure Key,Intel® OS Guard,Intel® Trusted Execution Technology ‡,Execute Disable Bit ‡,Intel® Virtualization Technology (VT-x) ‡,Intel® Virtualization Technology for Directed I/O (VT-d) ‡,Intel® VT-x with Extended Page Tables (EPT) ‡
75255,Intel® Xeon® Processor E7-8870 v2,2025-03-11 09:35:04,https://www.intel.com/content/www/us/en/products/sku/75255/intel-xeon-processor-e78870-v2-30m-cache-2-30-ghz/specifications.html,Intel® Xeon® Processor E7 v2 Family,Products formerly Ivy Bridge,Server,E7-8870V2,22 nm,15,30,2.90 GHz,2.90 GHz,2.30 GHz,30 MB,8 GT/s,3,130 W,Discontinued,Q1'14,Discontinued,End of Servicing Lifetime,"Tuesday, June 30, 2020",No,View now,1.5 TB,DDR3 1066/1333/1600,4,85 GB/s,46-bit,Yes,S8S,3.0,"x4, x8, x16",32,FCLGA2011,8,73°C,52mm x 45mm,2.0,Yes,No,Yes,64-bit,Intel® AVX,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
