product_id,name,time,source,Product Collection,Code Name,Vertical Segment,Processor Number,Lithography,Total Cores,Total Threads,Max Turbo Frequency,Processor Base Frequency,Cache,Bus Speed,TDP,Marketing Status,Launch Date,Expected Discontinuance,Servicing Status,Embedded Options Available,Sockets Supported,TCASE,Intel® Hyper-Threading Technology ‡,Intel® 64 ‡,Enhanced Intel SpeedStep® Technology,Execute Disable Bit ‡,Intel® Virtualization Technology (VT-x) ‡,Intel® VT-x with Extended Page Tables (EPT) ‡
46490,Intel® Xeon® Processor E7520,2025-03-11 09:37:32,https://www.intel.com/content/www/us/en/products/sku/46490/intel-xeon-processor-e7520-18m-cache-1-86-ghz-4-80-gts-intel-qpi/specifications.html,Legacy Intel® Xeon® Processors,Products formerly Nehalem EX,Server,E7520,45 nm,4,8,1.87 GHz,1.87 GHz,18 MB L3 Cache,4.8 GT/s,95 W,Discontinued,Q1'10,Q4'2012,End of Servicing Lifetime,No,FCLGA1567,70°C,Yes,Yes,Yes,Yes,Yes,Yes
