product_id,name,time,source,Product Collection,Code Name,Vertical Segment,Processor Number,Lithography,Recommended Customer Price,Total Cores,Total Threads,Max Turbo Frequency,Intel® Turbo Boost Technology 2.0 Frequency‡,Processor Base Frequency,Cache,Bus Speed,Scenario Design Power (SDP),Intel® Deep Learning Boost (Intel® DL Boost) on CPU,Marketing Status,Launch Date,Servicing Status,End of Servicing Updates Date,Embedded Options Available,Max Memory Size (dependent on memory type),Memory Types,Maximum Memory Speed,Max Memory Bandwidth,ECC Memory Supported ‡,GPU Name‡,Graphics Base Frequency,Graphics Max Dynamic Frequency,Execution Units,4K Support,DirectX* Support,OpenGL* Support,Intel® Quick Sync Video,"# of Displays Supported ‡",Device ID,PCI Express Revision,PCI Express Configurations ‡,Max # of PCI Express Lanes,Sockets Supported,Max CPU Configuration,TJUNCTION,Package Size,Intel® Adaptix™ Technology,Intel® Optane™ Memory Supported ‡,Intel® Speed Shift Technology,Intel® Turbo Boost Max Technology 3.0 ‡,Intel® Turbo Boost Technology ‡,Secure Boot,Intel® Hyper-Threading Technology ‡,Intel® Transactional Synchronization Extensions,Intel® 64 ‡,Instruction Set,Instruction Set Extensions,Idle States,Intel® Software Guard Extensions (Intel® SGX),Intel® Memory Protection Extensions (Intel® MPX),Intel® AES New Instructions,Secure Key,Intel® Trusted Execution Technology ‡,Execute Disable Bit ‡,Anti-Theft Technology,Intel® OS Guard,Intel® Boot Guard,Intel® Stable IT Platform Program (SIPP),Intel® Virtualization Technology (VT-x) ‡,Intel® Virtualization Technology for Directed I/O (VT-d) ‡,Intel® VT-x with Extended Page Tables (EPT) ‡
202778,Intel® Core™ i3-L13G4 Processor,2025-03-11 09:43:48,https://www.intel.com/content/www/us/en/products/sku/202778/intel-core-i3l13g4-processor-4m-cache-up-to-2-8ghz/specifications.html,Legacy Intel® Core™ Processors,Products formerly Lakefield,Mobile,i3-L13G4,10 nm,$309.00,5,5,2.80 GHz,2.80 GHz,800 MHz,4 MB,4 GT/s,7 W,No,Discontinued,Q2'20,End of Servicing Lifetime,"Friday, June 30, 2023",No,8 GB,LPDDR4X 4267 POP Memory,4267 MHz,34 GB/s,No,Intel® UHD Graphics,200 MHz,500 MHz,48,"Yes, at 60Hz",DX12,OpenGL4.5,Yes,4,9941,3.0,"1x2, 1x2 + 2x1",6,FC-CSP1016,1,100°C,12mm x 12mm,Yes,No,Yes,Yes,2.0,Yes,No,Yes,Yes,64-bit,"Intel® SSE4.1, Intel® SSE4.2",Yes,No,No,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes
