product_id,name,time,source,Product Collection,Code Name,Vertical Segment,Processor Number,Lithography,Total Cores,Total Threads,Processor Base Frequency,Cache,Bus Speed,TDP,Marketing Status,Launch Date,Servicing Status,End of Servicing Updates Date,Embedded Options Available,Max Memory Size (dependent on memory type),Memory Types,Max # of Memory Channels,Max Memory Bandwidth,ECC Memory Supported ‡,GPU Name‡,Graphics Base Frequency,Graphics Max Dynamic Frequency,Graphics Output,Intel® Quick Sync Video,Intel® InTru™ 3D Technology,Intel® Flexible Display Interface (Intel® FDI),Intel® Clear Video HD Technology,"# of Displays Supported ‡",Device ID,PCI Express Revision,PCI Express Configurations ‡,Max # of PCI Express Lanes,Sockets Supported,Max CPU Configuration,TJUNCTION,Package Size,Intel® Turbo Boost Technology ‡,Intel® Hyper-Threading Technology ‡,Intel® 64 ‡,Instruction Set,Instruction Set Extensions,Intel® My WiFi Technology,4G WiMAX Wireless Technology,Idle States,Enhanced Intel SpeedStep® Technology,Intel® Demand Based Switching,Thermal Monitoring Technologies,Intel® Fast Memory Access,Intel® Flex Memory Access,Intel® Identity Protection Technology ‡,Intel® AES New Instructions,Intel® Trusted Execution Technology ‡,Execute Disable Bit ‡,Anti-Theft Technology,Intel® Virtualization Technology (VT-x) ‡,Intel® Virtualization Technology for Directed I/O (VT-d) ‡,Intel® VT-x with Extended Page Tables (EPT) ‡
65700,Intel® Core™ i3-3110M Processor,2025-03-11 09:44:04,https://www.intel.com/content/www/us/en/products/sku/65700/intel-core-i33110m-processor-3m-cache-2-40-ghz/specifications.html,Legacy Intel® Core™ Processors,Products formerly Ivy Bridge,Mobile,i3-3110M,22 nm,2,4,2.40 GHz,3 MB Intel® Smart Cache,5 GT/s,35 W,Discontinued,Q2'12,End of Servicing Lifetime,"Tuesday, December 31, 2019",No,32 GB,DDR3/L/-RS 1333/1600,2,25.6 GB/s,No,Intel® HD Graphics 4000,650 MHz,1.00 GHz,eDP/DP/HDMI/SDVO/CRT,Yes,Yes,Yes,Yes,3,0x166,2.0,"1x16, 2x8, 1x8 2x4",16,"FCBGA1023,FCPGA988",1,90C (PGA); 105C (BGA),37.5mm x 37.5mm (rPGA988B); 31mm x 24mm (BGA1023),No,Yes,Yes,64-bit,Intel® AVX,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,Yes
