product_id,name,time,source,Product Collection,Code Name,Vertical Segment,Processor Number,Lithography,Total Cores,Processor Base Frequency,Cache,Bus Speed,FSB Parity,TDP,VID Voltage Range,Marketing Status,Launch Date,Servicing Status,Embedded Options Available,Sockets Supported,TCASE,Package Size,Processing Die Size,"# of Processing Die Transistors",Intel® Turbo Boost Technology ‡,Intel® Hyper-Threading Technology ‡,Intel® Virtualization Technology (VT-x) ‡,Intel® 64 ‡,Instruction Set,Idle States,Enhanced Intel SpeedStep® Technology,Intel® Demand Based Switching,Thermal Monitoring Technologies,Intel® Trusted Execution Technology ‡,Execute Disable Bit ‡
34694,Intel® Xeon® Processor E3110,2025-03-11 09:37:57,https://www.intel.com/content/www/us/en/products/sku/34694/intel-xeon-processor-e3110-6m-cache-3-00-ghz-1333-mhz-fsb/specifications.html,Legacy Intel® Xeon® Processors,Products formerly Wolfdale,Server,E3110,45 nm,2,3.00 GHz,6 MB L2 Cache,1333 MHz,No,65 W,0.8500V-1.3625V,Discontinued,Q1'08,End of Servicing Lifetime,No,LGA775,72.4°C,37.5mm x 37.5mm,107 mm2,410 million,No,No,Yes,Yes,64-bit,Yes,Yes,No,Yes,No,Yes
