product_id,name,time,source,Product Collection,Code Name,Vertical Segment,Processor Number,Lithography,Recommended Customer Price,Total Cores,Total Threads,Max Turbo Frequency,Processor Base Frequency,Cache,Bus Speed,"# of QPI Links",TDP,Marketing Status,Launch Date,Servicing Status,Embedded Options Available,Max Memory Size (dependent on memory type),Memory Types,Max # of Memory Channels,Max Memory Bandwidth,Physical Address Extensions,ECC Memory Supported ‡,Sockets Supported,Max CPU Configuration,TCASE,Package Size,Intel® Turbo Boost Technology ‡,Intel® Hyper-Threading Technology ‡,Intel® 64 ‡,Instruction Set,Instruction Set Extensions,Idle States,Enhanced Intel SpeedStep® Technology,Intel® Demand Based Switching,Thermal Monitoring Technologies,Intel® AES New Instructions,Intel® Trusted Execution Technology ‡,Execute Disable Bit ‡,Intel® Virtualization Technology (VT-x) ‡,Intel® Virtualization Technology for Directed I/O (VT-d) ‡,Intel® VT-x with Extended Page Tables (EPT) ‡
47927,Intel® Xeon® Processor L5630,2025-03-11 09:37:27,https://www.intel.com/content/www/us/en/products/sku/47927/intel-xeon-processor-l5630-12m-cache-2-13-ghz-5-86-gts-intel-qpi/specifications.html,Legacy Intel® Xeon® Processors,Products formerly Westmere EP,Server,L5630,32 nm,$554.00,4,8,2.40 GHz,2.13 GHz,12 MB Intel® Smart Cache,5.86 GT/s,2,40 W,Discontinued,Q1'10,End of Servicing Lifetime,No,288 GB,DDR3 800/1066,3,25.6 GB/s,40-bit,Yes,"FCLGA1366,LGA1366",2,63.1°C,42.5mm X 45mm,1.0,Yes,Yes,64-bit,Intel® SSE4.2,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
