product_id,name,time,source,Product Collection,Code Name,Vertical Segment,Lithography,Total Cores,Processor Base Frequency,Cache,Bus Speed,FSB Parity,TDP,VID Voltage Range,Marketing Status,Launch Date,Servicing Status,Embedded Options Available,Datasheet,Sockets Supported,TCASE,Package Size,Processing Die Size,"# of Processing Die Transistors",Intel® Turbo Boost Technology ‡,Intel® Hyper-Threading Technology ‡,Intel® Virtualization Technology (VT-x) ‡,Intel® 64 ‡,Instruction Set,Idle States,Enhanced Intel SpeedStep® Technology,Intel® Demand Based Switching,Intel® Trusted Execution Technology ‡,Execute Disable Bit ‡
27492,"Pentium® 4 Processor Extreme Edition supporting HT Technology 3.73 GHz, 2M Cache, 1066 MHz FSB",2025-03-11 09:31:39,https://www.intel.com/content/www/us/en/products/sku/27492/pentium-4-processor-extreme-edition-supporting-ht-technology-3-73-ghz-2m-cache-1066-mhz-fsb/specifications.html,Legacy Intel® Pentium® Processor,Products formerly Prescott,Desktop,90 nm,1,3.73 GHz,2 MB L2 Cache,1066 MHz,No,115 W,1.200V-1.400V,Discontinued,Q4'04,End of Servicing Updates,No,View now,PLGA775,70.8°C,37.5mm x 37.5mm,135 mm2,169 million,No,Yes,No,Yes,64-bit,No,No,No,No,Yes
