product_id,name,time,source,Product Collection,Code Name,Vertical Segment,Processor Number,Lithography,Total Cores,Total Threads,Max Turbo Frequency,Intel® Turbo Boost Technology 2.0 Frequency‡,Processor Base Frequency,Cache,Bus Speed,TDP,Marketing Status,Launch Date,Expected Discontinuance,Embedded Options Available,Datasheet,Max Memory Size (dependent on memory type),Memory Types,Max # of Memory Channels,Max Memory Bandwidth,ECC Memory Supported ‡,GPU Name‡,Graphics Base Frequency,Graphics Max Dynamic Frequency,Graphics Video Max Memory,Graphics Output,Execution Units,Max Resolution (HDMI)‡,Max Resolution (DP)‡,Max Resolution (eDP - Integrated Flat Panel)‡,Max Resolution (VGA)‡,DirectX* Support,OpenGL* Support,Intel® Quick Sync Video,Intel® InTru™ 3D Technology,Intel® Flexible Display Interface (Intel® FDI),Intel® Clear Video HD Technology,"# of Displays Supported ‡",Device ID,Scalability,PCI Express Revision,PCI Express Configurations ‡,Max # of PCI Express Lanes,Sockets Supported,Max CPU Configuration,Thermal Solution Specification,TCASE,Package Size,Intel® Turbo Boost Technology ‡,Intel® Hyper-Threading Technology ‡,Intel® Transactional Synchronization Extensions,Intel® 64 ‡,Instruction Set,Instruction Set Extensions,Intel® My WiFi Technology,Idle States,Enhanced Intel SpeedStep® Technology,Thermal Monitoring Technologies,Intel® Identity Protection Technology ‡,Intel® AES New Instructions,Secure Key,Intel® OS Guard,Intel® Trusted Execution Technology ‡,Execute Disable Bit ‡,Anti-Theft Technology,Intel® Stable IT Platform Program (SIPP),Intel® Virtualization Technology (VT-x) ‡,Intel® Virtualization Technology for Directed I/O (VT-d) ‡,Intel® VT-x with Extended Page Tables (EPT) ‡
80807,Intel® Core™ i7-4790K Processor,2025-03-11 09:42:45,https://www.intel.com/content/www/us/en/products/sku/80807/intel-core-i74790k-processor-8m-cache-up-to-4-40-ghz/specifications.html,4th Generation Intel® Core™ i7 Processors,Products formerly Devil's Canyon,Desktop,i7-4790K,22 nm,4,8,4.40 GHz,4.40 GHz,4.00 GHz,8 MB Intel® Smart Cache,5 GT/s,88 W,Discontinued,Q2'14,07/14/2017,No,View now,32 GB,"DDR3-1333/1600, DDR3L-1333/1600 @ 1.5V",2,25.6 GB/s,No,Intel® HD Graphics 4600,350 MHz,1.25 GHz,2 GB,eDP/DP/HDMI/DVI/VGA,20,3840x2160@24Hz,3840x2160@60Hz,3840x2160@60Hz,1920x1200@60Hz,11.2/12,4.3,Yes,Yes,Yes,Yes,3,0x412,1S Only,3.0,"Up to 1x16, 2x8, 1x8+2x4",16,FCLGA1150,1,PCG 2013D,74.04°C,37.5mm x 37.5mm,2.0,Yes,No,Yes,64-bit,"Intel® SSE4.1, Intel® SSE4.2, Intel® AVX2",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes
