product_id,name,time,source,Product Collection,Code Name,Vertical Segment,Processor Number,Lithography,Total Cores,Processor Base Frequency,Cache,Bus Speed,FSB Parity,TDP,Marketing Status,Launch Date,Servicing Status,Embedded Options Available,Sockets Supported,TJUNCTION,Package Size,Processing Die Size,"# of Processing Die Transistors",Intel® Turbo Boost Technology ‡,Intel® Hyper-Threading Technology ‡,Intel® Virtualization Technology (VT-x) ‡,Intel® Virtualization Technology for Directed I/O (VT-d) ‡,Intel® 64 ‡,Instruction Set,Instruction Set Extensions,Idle States,Intel® Demand Based Switching,Thermal Monitoring Technologies,Intel® Trusted Execution Technology ‡,Execute Disable Bit ‡
40740,Intel Atom® Processor Z515,2025-03-11 09:27:52,https://www.intel.com/content/www/us/en/products/sku/40740/intel-atom-processor-z515-512k-cache-1-20-ghz-400-mhz-fsb/specifications.html,Legacy Intel Atom® Processors,Products formerly Silverthorne,Mobile,Z515,45 nm,1,1.20 GHz,512 KB L2 Cache,400 MHz,No,1.4 W,Discontinued,Q2'09,End of Servicing Lifetime,No,PBGA441,90°C,13mm x 14mm,26 mm2,47 million,No,Yes,No,No,No,32-bit,"Intel® SSE2, Intel® SSE3, Intel® SSSE3",Yes,Yes,Yes,No,Yes
