product_id,name,time,source,Product Collection,Code Name,Vertical Segment,Processor Number,Lithography,Total Cores,Total Threads,Processor Base Frequency,Cache,Bus Speed,TDP,Marketing Status,Launch Date,Servicing Status,Embedded Options Available,Max Memory Size (dependent on memory type),Memory Types,Max # of Memory Channels,Max Memory Bandwidth,Physical Address Extensions,GPU Name‡,Graphics Base Frequency,Intel® Flexible Display Interface (Intel® FDI),Intel® Clear Video HD Technology,"# of Displays Supported ‡",PCI Express Revision,PCI Express Configurations ‡,Max # of PCI Express Lanes,Sockets Supported,Max CPU Configuration,TCASE,Package Size,Processing Die Size,"# of Processing Die Transistors",Intel® Turbo Boost Technology ‡,Intel® Hyper-Threading Technology ‡,Intel® 64 ‡,Instruction Set,Instruction Set Extensions,Idle States,Enhanced Intel SpeedStep® Technology,Intel® Demand Based Switching,Thermal Monitoring Technologies,Intel® AES New Instructions,Intel® Trusted Execution Technology ‡,Execute Disable Bit ‡,Intel® Virtualization Technology (VT-x) ‡,Intel® VT-x with Extended Page Tables (EPT) ‡
46472,Intel® Core™ i3-530 Processor,2025-03-11 09:45:05,https://www.intel.com/content/www/us/en/products/sku/46472/intel-core-i3530-processor-4m-cache-2-93-ghz/specifications.html,Legacy Intel® Core™ Processors,Products formerly Clarkdale,Desktop,i3-530,32 nm,2,4,2.93 GHz,4 MB Intel® Smart Cache,2.5 GT/s,73 W,Discontinued,Q1'10,End of Servicing Lifetime,No,16.38 GB,DDR3 1066/1333,2,21 GB/s,36-bit,Intel® HD Graphics for Previous Generation Intel® Processors,733 MHz,Yes,Yes,2,2.0,"1x16, 2x8",16,FCLGA1156,1,72.6°C,37.5mm x 37.5mm,81 mm2,382 million,No,Yes,Yes,64-bit,Intel® SSE4.2,Yes,Yes,No,No,No,No,Yes,Yes,Yes
