product_id,name,time,source,Product Collection,Code Name,Vertical Segment,Processor Number,Lithography,Total Cores,Total Threads,Processor Base Frequency,Cache,Bus Speed,TDP,Marketing Status,Launch Date,Servicing Status,End of Servicing Updates Date,Embedded Options Available,Use Conditions,Max Memory Size (dependent on memory type),Memory Types,Max # of Memory Channels,Max Memory Bandwidth,ECC Memory Supported ‡,PCI Express Revision,PCI Express Configurations ‡,Max # of PCI Express Lanes,Sockets Supported,Max CPU Configuration,TJUNCTION,Package Size,Intel® Hyper-Threading Technology ‡,Intel® 64 ‡,Instruction Set,Instruction Set Extensions,Idle States,Enhanced Intel SpeedStep® Technology,Thermal Monitoring Technologies,Intel® Fast Memory Access,Intel® Flex Memory Access,Intel® AES New Instructions,Intel® Trusted Execution Technology ‡,Execute Disable Bit ‡,Intel® Virtualization Technology (VT-x) ‡,Intel® Virtualization Technology for Directed I/O (VT-d) ‡,Intel® VT-x with Extended Page Tables (EPT) ‡
78170,Intel® Core™ i3-3115C Processor,2025-03-11 09:43:48,https://www.intel.com/content/www/us/en/products/sku/78170/intel-core-i33115c-processor-4m-cache-2-50-ghz/specifications.html,Legacy Intel® Core™ Processors,Products formerly Gladden,Embedded,i3-3115C,22 nm,2,4,2.50 GHz,4 MB L3 Cache,5 GT/s,25 W,Discontinued,Q3'13,End of Servicing Lifetime,"Tuesday, December 31, 2019",Yes,Communications,32 GB,DDR3/DDR3L 1066/1333,2,21.3 GB/s,Yes,3.0,"1x16 & 1x4, 2x8 & 1x4 or 1x8 & 3x4",20,FCBGA1284,1,100°C,37.5mm x 37.5mm,Yes,Yes,64-bit,"Intel® SSE4.1, Intel® SSE4.2, Intel® AVX",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
